accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.8162009119987488,0.8603782057762146,1.0360558032989502,0.16659723222255707,0.7970436811447144,0.8671714067459106,0.8974518775939941,0.47887125611305237,0.20004701614379883,0.8013182878494263,0.0010000000474974513
0.8348292112350464,0.884381115436554,0.890081524848938,0.18685823678970337,0.8251121044158936,0.8810276389122009,0.8961718082427979,0.3683857321739197,0.21642763912677765,0.7815442681312561,0.0010000000474974513
0.8454073667526245,0.8969622850418091,0.8364015817642212,0.20037062466144562,0.8440458178520203,0.8888194561004639,0.8921710252761841,0.38421007990837097,0.22514702379703522,0.7570621371269226,0.0010000000474974513
0.8517309427261353,0.9013285636901855,0.8156490921974182,0.20804302394390106,0.8480318784713745,0.8707365393638611,0.8933033347129822,0.4102551341056824,0.20256845653057098,0.7871939539909363,0.0010000000474974513
0.8548563122749329,0.9040361046791077,0.8052641749382019,0.2126498520374298,0.8543431162834167,0.8859526515007019,0.881296694278717,0.38920849561691284,0.22033433616161346,0.7570621371269226,0.0010000000474974513
0.8573915958404541,0.9083904027938843,0.79192715883255,0.2166569083929062,0.860654354095459,0.8835269212722778,0.879978597164154,0.3876393139362335,0.2162671685218811,0.756120502948761,0.0010000000474974513
0.8619886040687561,0.910785436630249,0.7817296385765076,0.22376127541065216,0.869290828704834,0.879116415977478,0.8825893402099609,0.41311195492744446,0.2129414826631546,0.7777777910232544,0.0010000000474974513
0.8633946180343628,0.9142134189605713,0.7746584415435791,0.22616589069366455,0.8731107711791992,0.8882681727409363,0.8742836713790894,0.41686734557151794,0.22603878378868103,0.7683615684509277,0.0010000000474974513
0.8671610951423645,0.9170497059822083,0.7682949304580688,0.23157061636447906,0.8749377131462097,0.8712143301963806,0.8698045611381531,0.4369201958179474,0.20058852434158325,0.770244836807251,0.0010000000474974513
0.8762967586517334,0.9260210394859314,0.7290059328079224,0.24619019031524658,0.8827437162399292,0.8837841749191284,0.8363248705863953,0.40671858191490173,0.21374045312404633,0.7382297515869141,0.0005000000237487257
0.8863868117332458,0.9295358061790466,0.7018126249313354,0.2640477120876312,0.8897193074226379,0.9000294208526611,0.8283180594444275,0.3856659233570099,0.24158354103565216,0.729755163192749,0.0005000000237487257
0.8933296203613281,0.9326602220535278,0.6861028075218201,0.2771545350551605,0.8903836607933044,0.8845192790031433,0.8330554366111755,0.40529245138168335,0.21318256855010986,0.7278719544410706,0.0005000000237487257
0.8968848586082458,0.9349325895309448,0.6706981062889099,0.28469318151474,0.8930410146713257,0.8978609442710876,0.8406510949134827,0.39155101776123047,0.238022580742836,0.7344632744789124,0.0005000000237487257
0.9024215936660767,0.937978982925415,0.6577945947647095,0.2967638671398163,0.8940375447273254,0.8933769464492798,0.8517081141471863,0.397216796875,0.23168952763080597,0.7476459741592407,0.0005000000237487257
0.9034269452095032,0.9392816424369812,0.6533265113830566,0.2992174029350281,0.8953661918640137,0.924066424369812,0.7976382970809937,0.3808237314224243,0.29443079233169556,0.6770244836807251,0.0005000000237487257
