event_id,year,longitude,latitude,depth,magnitude,mb,ms,strike1,dip1,rake1,distance_to_boundary,boundary_type,plate1,plate2,segment_id,relative_velocity,movement_direction,convergence_rate,transform_rate,extension_rate,boundary_motion_type,grid_cell,is_near_boundary,fault_type,fault_type_code
C200910180039A,2009,30.15,0.56,10.0,5.0,5.0,0.0,7.0,320.0,186.0,0.21151384960801037,:CRB,SO,AF,213,0.25613304387591285,98.45061750183513,0.07683991316277385,0.12806652193795642,0.05122660877518257,transform,210_90,1,strike-slip,0
C200911060126A,2009,44.68,12.02,10.0,4.6,4.6,4.6,2.0,12.0,275.0,0.1002287383937371,:OSR,SO,AR,208,0.9107257085217428,85.27014863269874,0.27321771255652283,0.4553628542608714,0.1821451417043486,transform,224_102,1,normal,2
C200911140447A,2009,29.84,-6.85,10.0,5.3,5.3,0.0,18.0,274.0,150.0,0.21375504415100996,:CRB,SO,AF,213,0.1990354790359934,104.70741374655191,0.05971064371079801,0.0995177395179967,0.039807095807198684,transform,209_83,1,strike-slip,0
C200911140450A,2009,29.82,-6.78,10.0,5.5,5.5,5.3,12.0,259.0,24.0,0.22577647995307243,:CRB,SO,AF,213,0.19968859326592803,104.63702585077222,0.05990657797977841,0.09984429663296401,0.03993771865318561,transform,209_83,1,strike-slip,0
C200912061736A,2009,33.85,-10.13,10.0,5.8,5.7,5.8,9.0,66.0,216.0,0.3986620122359254,:CRB,SO,AF,213,0.15441136811629086,109.54726373340837,0.046323410434887254,0.07720568405814543,0.030882273623258173,transform,213_79,1,normal,2
C200912061758A,2009,33.87,-10.02,10.0,5.3,5.3,0.0,3.0,65.0,168.0,0.42527300690262404,:CRB,SO,AF,213,0.1552419439130519,109.46255309922802,0.04657258317391557,0.07762097195652595,0.031048388782610382,transform,213_79,1,strike-slip,0
C200912061829A,2009,33.92,-10.13,10.0,5.2,5.2,0.0,0.0,61.0,328.0,0.36269463740176483,:CRB,SO,AF,213,0.1541053500797256,109.58230334835888,0.046231605023917675,0.0770526750398628,0.03082107001594512,transform,213_79,1,normal,2
C200912070931A,2009,33.84,-10.11,10.0,5.0,5.0,0.0,13.0,92.0,220.0,0.4207747616005468,:CRB,SO,AF,213,0.15462202437221872,109.52503709198938,0.04638660731166561,0.07731101218610936,0.030924404874443746,transform,213_79,1,normal,2
C200912071816A,2009,33.84,-10.0,10.0,4.9,4.9,0.0,2.0,88.0,181.0,0.40264914056781526,:CRB,SO,AF,213,0.15553986279190646,109.43031437437037,0.04666195883757194,0.07776993139595323,0.031107972558381294,transform,213_80,1,strike-slip,0
C200912080308A,2009,33.88,-9.95,8.0,5.9,5.9,5.9,10.0,73.0,215.0,0.3575252863784598,:CRB,SO,AF,213,0.15578233794313068,109.40726869845835,0.046734701382939205,0.07789116897156534,0.031156467588626138,transform,213_80,1,normal,2
C200912110449A,2009,33.86,-10.09,10.0,5.0,5.0,0.0,3.0,235.0,105.0,0.4266560675766825,:CRB,SO,AF,213,0.15470148528820893,109.51782794855953,0.04641044558646268,0.07735074264410446,0.030940297057641786,transform,213_79,1,reverse,1
C200912120227A,2009,33.91,-9.94,10.0,5.5,5.3,5.5,9.0,81.0,217.0,0.3543076775910998,:CRB,SO,AF,213,0.15573488199655827,109.4136653900786,0.04672046459896748,0.07786744099827914,0.031146976399311656,transform,213_80,1,normal,2
C200912192319A,2009,33.82,-10.11,6.0,6.0,6.0,6.0,7.0,64.0,235.0,0.43252213816173424,:CRB,SO,AF,213,0.15470950965497554,109.51502416931302,0.04641285289649266,0.07735475482748777,0.030941901930995108,transform,213_79,1,normal,2
C200912220339A,2009,40.85,10.22,10.0,4.6,4.6,0.0,14.0,90.0,336.0,0.09380218547560853,:CRB,SO,AF,213,0.28846904949733876,95.02903251578151,0.08654071484920163,0.14423452474866938,0.057693809899467756,transform,220_100,1,strike-slip,0
C201001282352A,2010,29.2,-0.9,10.0,5.2,5.2,4.7,3.0,278.0,31.0,0.45552067614983194,:CRB,SO,AF,213,0.2488529981526595,99.2444411528248,0.07465589944579784,0.12442649907632974,0.0497705996305319,transform,209_89,1,reverse,1
C201004082357A,2010,35.23,-4.17,25.3,4.9,4.9,0.0,19.0,125.0,223.0,4.867576317182915,:CRB,SO,AF,213,0.19788409618970793,105.0691165885082,0.05936522885691237,0.09894204809485396,0.03957681923794159,transform,215_85,0,normal,2
C201006131213A,2010,34.49,-0.2,10.0,4.9,4.9,0.0,26.0,127.0,284.0,3.9291428121283665,:CRB,SO,AF,213,0.2327031316539907,101.24451317634384,0.06981093949619721,0.11635156582699535,0.04654062633079814,transform,214_89,0,normal,2
C201008031942A,2010,39.06,-9.5,10.0,5.4,5.4,5.2,5.0,235.0,14.0,4.611212592149707,:CRB,SO,AF,213,0.13798160914799684,111.58008627063336,0.04139448274439905,0.06899080457399842,0.02759632182959937,transform,219_80,0,strike-slip,0
C201008090911A,2010,39.24,18.94,32.4,4.4,4.4,0.0,19.0,216.0,356.0,0.1067936327690003,:CRB,AR,AF,210,0.821370804485424,74.75474685053544,0.2464112413456272,0.410685402242712,0.1642741608970848,transform,219_108,1,strike-slip,0
C201010141003A,2010,42.78,-10.32,10.0,5.2,5.2,0.0,2.0,14.0,269.0,8.101841862811199,:CRB,SO,AF,213,0.11679082649412109,114.09358729921257,0.03503724794823632,0.058395413247060546,0.02335816529882422,transform,222_79,0,normal,2
C201010231108A,2010,36.12,4.73,10.0,4.8,4.8,0.0,10.0,113.0,293.0,0.32629159673519265,:CRB,SO,AF,213,0.26455679187406655,97.70572777484573,0.07936703756221997,0.13227839593703328,0.05291135837481331,transform,216_94,1,normal,2
C201011140632A,2010,43.96,11.98,10.0,5.5,5.4,5.5,7.0,193.0,309.0,0.09358680462543954,:OSR,SO,AR,208,0.8951841210302929,84.97538755389374,0.26855523630908784,0.44759206051514644,0.1790368242060586,transform,223_101,1,normal,2
C201011140708A,2010,43.95,11.8,10.0,4.8,4.8,0.0,0.0,195.0,288.0,0.2304875050843304,:OSR,SO,AR,208,0.9027895337412168,85.12947513545299,0.270836860122365,0.4513947668706084,0.18055790674824337,transform,223_101,1,normal,2
C201011140738A,2010,43.99,11.93,10.0,4.9,4.9,0.0,6.0,196.0,311.0,0.09798209020019909,:OSR,SO,AR,208,0.8980859260201086,85.03323928417848,0.26942577780603255,0.4490429630100543,0.17961718520402173,transform,223_101,1,normal,2
C201011140821A,2010,43.96,12.03,10.0,5.0,5.0,0.0,9.0,189.0,303.0,0.09197004947264233,:OSR,SO,AR,208,0.8930047111795272,84.93131242050296,0.26790141335385814,0.4465023555897636,0.17860094223590545,transform,223_102,1,normal,2
S201011141037A,2010,43.97,11.94,10.0,5.0,5.0,0.0,1.0,15.0,277.0,0.10446286421499508,:OSR,SO,AR,208,0.8971685003733922,85.01524046722568,0.26915055011201766,0.4485842501866961,0.17943370007467846,transform,223_101,1,normal,2
S201011141241A,2010,43.9,11.96,10.0,4.6,4.6,0.0,3.0,199.0,79.0,0.15682630519144725,:OSR,SO,AR,208,0.8946100581269283,84.9654634295673,0.26838301743807846,0.44730502906346414,0.17892201162538568,transform,223_101,1,reverse,1
C201011141249A,2010,43.76,11.86,10.0,4.7,4.7,0.0,3.0,205.0,104.0,0.18848750621725355,:OSR,SO,AR,208,0.8955958885556479,84.98927674885269,0.26867876656669437,0.44779794427782393,0.1791191777111296,transform,223_101,1,reverse,1
C201011141350A,2010,43.94,11.93,10.0,5.0,5.0,0.0,8.0,205.0,32.0,0.13427766009281258,:OSR,SO,AR,208,0.8968818313215934,85.01027938077706,0.269064549396478,0.4484409156607967,0.1793763662643187,transform,223_101,1,reverse,1
C201011141404A,2010,43.93,11.97,10.0,5.0,5.0,0.0,4.0,187.0,290.0,0.12520579060091636,:OSR,SO,AR,208,0.8948971428817805,84.97042668561036,0.2684691428645341,0.44744857144089023,0.1789794285763561,transform,223_101,1,normal,2
C201011141427A,2010,43.67,11.78,23.5,4.9,4.9,0.0,10.0,202.0,22.0,0.23360124143505853,:OSR,SO,AR,208,0.8969160015193713,85.0184024741825,0.2690748004558114,0.44845800075968567,0.17938320030387428,transform,223_101,1,strike-slip,0
C201011141433A,2010,43.81,11.95,10.0,5.3,5.3,0.0,3.0,7.0,101.0,0.1723123326985037,:OSR,SO,AR,208,0.8928757720969385,84.93293150504641,0.26786273162908153,0.44643788604846923,0.1785751544193877,transform,223_101,1,reverse,1
C201011141455A,2010,43.8,12.04,13.0,5.1,5.1,0.0,8.0,199.0,320.0,0.15295600674703191,:OSR,SO,AR,208,0.8887085606546563,84.84901435699686,0.2666125681963969,0.44435428032732815,0.17774171213093126,transform,223_102,1,normal,2
C201011141506A,2010,43.64,11.91,11.6,5.3,5.3,0.0,6.0,200.0,29.0,0.10313845063796599,:OSR,SO,AR,208,0.8905168925184306,84.89003638718805,0.26715506775552916,0.4452584462592153,0.17810337850368613,transform,223_101,1,strike-slip,0
C201011141633A,2010,43.66,11.89,10.0,4.7,4.7,0.0,6.0,191.0,306.0,0.12314844700604172,:OSR,SO,AR,208,0.891873079952469,84.91685917121467,0.2675619239857407,0.4459365399762345,0.1783746159904938,transform,223_101,1,normal,2
C201011141702A,2010,43.72,11.86,10.0,5.5,5.3,5.5,4.0,197.0,304.0,0.16818900082942326,:OSR,SO,AR,208,0.8946308842791417,84.97088760818302,0.2683892652837425,0.44731544213957086,0.17892617685582834,transform,223_101,1,normal,2
C201011141717A,2010,43.74,11.87,10.0,4.2,4.2,0.0,2.0,196.0,297.0,0.1689779275526841,:OSR,SO,AR,208,0.8946770905901138,84.97126892516323,0.26840312717703413,0.4473385452950569,0.17893541811802277,transform,223_101,1,normal,2
C201011141739A,2010,43.98,11.86,10.0,4.9,4.9,0.0,1.0,189.0,283.0,0.16342120425452955,:OSR,SO,AR,208,0.9008960844553382,85.09035815686373,0.27026882533660146,0.4504480422276691,0.18017921689106764,transform,223_101,1,normal,2
C201011141915A,2010,43.92,11.98,10.0,5.0,5.0,0.0,1.0,195.0,287.0,0.1322969765338577,:OSR,SO,AR,208,0.894220169887971,84.95701945379356,0.2682660509663913,0.4471100849439855,0.1788440339775942,transform,223_101,1,normal,2
S201011142018B,2010,43.62,11.92,10.0,4.9,4.9,0.0,2.0,192.0,292.0,0.09728072779333258,:OSR,SO,AR,208,0.889597033203291,84.87202597321173,0.2668791099609873,0.4447985166016455,0.1779194066406582,transform,223_101,1,normal,2
C201011142222A,2010,43.58,11.91,10.0,5.2,5.2,0.0,9.0,190.0,304.0,0.12400620952194608,:OSR,SO,AR,208,0.8890667918963375,84.86243955336607,0.2667200375689012,0.44453339594816876,0.1778133583792675,transform,223_101,1,normal,2
C201011142325A,2010,44.01,12.12,10.0,4.9,4.9,0.0,2.0,15.0,280.0,0.11869494513247127,:OSR,SO,AR,208,0.8902876403457984,84.87492918900259,0.2670862921037395,0.4451438201728992,0.1780575280691597,transform,224_102,1,normal,2
C201011180156A,2010,43.99,12.01,10.0,4.6,4.6,0.0,1.0,199.0,292.0,0.059333717227222874,:OSR,SO,AR,208,0.8945993526066616,84.96271535318715,0.26837980578199844,0.4472996763033308,0.17891987052133232,transform,223_102,1,normal,2
C201012111406A,2010,43.98,11.93,10.0,4.8,4.8,0.0,4.0,19.0,276.0,0.10433834386265034,:OSR,SO,AR,208,0.8978451588898757,85.02864771937647,0.2693535476669627,0.44892257944493785,0.17956903177797515,transform,223_101,1,normal,2
C201012122034A,2010,29.67,0.8,10.0,4.8,4.8,0.0,5.0,281.0,32.0,0.5781959776546329,:CRB,SO,AF,213,0.25994748955528024,98.00413820695005,0.07798424686658408,0.12997374477764012,0.05198949791105605,transform,209_90,1,reverse,1
C201012191214A,2010,37.84,7.52,10.0,5.1,5.1,0.0,1.0,274.0,6.0,0.5896095339290222,:CRB,SO,AF,213,0.27912334493140456,96.05259090154355,0.08373700347942137,0.13956167246570228,0.05582466898628091,transform,217_97,1,strike-slip,0
C201101100229A,2011,43.99,12.04,10.0,4.9,4.9,0.0,7.0,200.0,316.0,0.06738315813317185,:OSR,SO,AR,208,0.8932918986702374,84.936269723008,0.26798756960107123,0.4466459493351187,0.1786583797340475,transform,223_102,1,normal,2
C201101300228A,2011,44.07,12.02,16.1,5.0,5.0,0.0,6.0,199.0,311.0,0.023926763257906946,:OSR,SO,AR,208,0.8960902384021878,84.99061823043753,0.2688270715206563,0.4480451192010939,0.1792180476804376,transform,224_102,1,normal,2
C201103150325A,2011,31.23,1.74,10.0,5.1,5.1,0.0,11.0,328.0,161.0,0.2450983780036093,:CRB,SO,AF,213,0.2607518613502924,97.95788984912093,0.07822555840508771,0.1303759306751462,0.052150372270058476,transform,211_91,1,strike-slip,0
C201103192008A,2011,38.52,6.66,10.0,5.0,5.0,0.0,4.0,119.0,227.0,0.5278005328720319,:CRB,SO,AF,213,0.2704124580852314,97.12805747430016,0.08112373742556941,0.1352062290426157,0.054082491617046285,transform,218_96,1,normal,2
C201106121537A,2011,41.69,13.42,1.9,5.1,5.1,0.0,5.0,220.0,326.0,1.1230613919105228,:CRB,AR,AF,210,1.0844048902466943,80.71061870268119,0.3253214670740083,0.5422024451233471,0.21688097804933887,transform,221_103,0,normal,2
C201106121921A,2011,41.8,13.3,10.0,5.0,5.0,0.0,1.0,210.0,301.0,1.121254962084896,:CRB,AR,AF,210,1.0912710268570667,80.86763001882187,0.32738130805712,0.5456355134285333,0.21825420537141335,transform,221_103,0,normal,2
C201106122032A,2011,41.74,13.41,10.0,5.7,5.4,5.7,5.0,36.0,141.0,1.1738402318884842,:CRB,AR,AF,210,1.085866918236297,80.74319232644311,0.3257600754708891,0.5429334591181485,0.2171733836472594,transform,221_103,0,reverse,1
C201106122103A,2011,41.64,13.52,10.0,5.6,5.6,5.4,8.0,22.0,142.0,1.0496794224905084,:CRB,AR,AF,210,1.0795858163620116,80.59967638358862,0.32387574490860344,0.5397929081810058,0.21591716327240232,transform,221_103,0,reverse,1
C201106170916A,2011,41.73,13.3,10.0,5.6,5.5,5.6,6.0,235.0,326.0,1.1139706863288645,:CRB,AR,AF,210,1.0897482289533675,80.8342177243198,0.32692446868601027,0.5448741144766838,0.21794964579067352,transform,221_103,0,normal,2
C201108022324A,2011,43.08,9.98,10.0,4.6,4.6,0.0,14.0,325.0,231.0,1.8306290421600981,:OSR,SO,AR,208,0.9614042080573624,86.33290497454757,0.2884212624172087,0.4807021040286812,0.1922808416114725,transform,223_99,0,normal,2
C201109091325A,2011,44.9,-12.62,10.0,4.9,4.9,0.0,5.0,244.0,129.0,10.231015739407304,:CRB,SO,AF,213,0.08905352009887668,117.11425094140534,0.026716056029663003,0.04452676004943834,0.017810704019775338,transform,224_77,0,reverse,1
C201110211234A,2011,44.21,11.84,10.0,4.5,4.5,0.0,12.0,219.0,107.0,0.23248331122899826,:OSR,SO,AR,208,0.9072944946142618,85.21356305603707,0.2721883483842785,0.4536472473071309,0.18145889892285239,transform,224_101,1,reverse,1
C201110211540A,2011,44.15,11.91,10.0,4.8,4.8,0.0,6.0,24.0,146.0,0.14051508815781685,:OSR,SO,AR,208,0.9028056371849029,85.12431047676401,0.27084169115547085,0.45140281859245146,0.1805611274369806,transform,224_101,1,reverse,1
C201110222003A,2011,44.19,11.77,10.0,4.7,4.7,0.0,5.0,8.0,258.0,0.27647873335936435,:OSR,SO,AR,208,0.9098623368509449,85.26611480735254,0.27295870105528347,0.45493116842547243,0.181972467370189,transform,224_101,1,normal,2
C201110222130A,2011,44.11,11.87,10.0,4.8,4.8,0.0,17.0,26.0,241.0,0.1507597094717273,:OSR,SO,AR,208,0.9035865504331158,85.14122373756183,0.2710759651299347,0.4517932752165579,0.18071731008662317,transform,224_101,1,normal,2
C201112030214A,2011,36.71,4.6,10.0,4.9,4.9,0.0,3.0,305.0,210.0,0.5862419347846056,:CRB,SO,AF,213,0.2614125022067988,98.09938955432577,0.07842375066203963,0.1307062511033994,0.052282500441359764,transform,216_94,1,strike-slip,0
C201201222103A,2012,36.09,3.68,10.0,5.2,5.2,0.0,5.0,92.0,337.0,1.34361348835891,:CRB,SO,AF,213,0.25670255996517355,98.61461412658855,0.07701076798955206,0.12835127998258677,0.051340511993034715,transform,216_93,0,strike-slip,0
C201203130239A,2012,43.29,-10.92,10.0,5.0,5.0,0.0,23.0,233.0,127.0,8.58157209198874,:CRB,SO,AF,213,0.10971136392569925,114.86168748631023,0.032913409177709775,0.05485568196284962,0.02194227278513985,transform,223_79,0,reverse,1
C201207011619A,2012,41.79,13.35,10.0,4.8,4.8,0.0,34.0,236.0,342.0,1.169566881371048,:CRB,AR,AF,210,1.0891910576735295,80.819309278448,0.32675731730205887,0.5445955288367648,0.21783821153470592,transform,221_103,0,strike-slip,0
C201212241435A,2012,28.26,-3.91,10.0,4.8,4.8,0.0,9.0,277.0,144.0,0.6948702426352688,:CRB,SO,AF,213,0.22941646779779568,101.3757840926078,0.0688249403393387,0.11470823389889784,0.04588329355955914,transform,208_86,1,reverse,1
C201307021333A,2013,30.91,1.61,10.0,5.2,5.2,0.0,2.0,325.0,232.0,0.3338721108448559,:CRB,SO,AF,213,0.26105392634058155,97.91350323042008,0.07831617790217446,0.13052696317029078,0.052210785268116316,transform,210_91,1,normal,2
C201307031921A,2013,30.89,1.54,10.1,5.8,5.8,5.7,10.0,324.0,214.0,0.2847451253314092,:CRB,SO,AF,213,0.2606015000398285,97.9645485137595,0.07818045001194855,0.13030075001991426,0.052120300007965706,transform,210_91,1,normal,2
C201307032222A,2013,30.82,1.55,10.0,5.4,5.4,5.1,10.0,112.0,5.0,0.22584549231720313,:CRB,SO,AF,213,0.26096141868592504,97.92134471307938,0.0782884256057775,0.13048070934296252,0.05219228373718501,transform,210_91,1,strike-slip,0
C201307081530A,2013,40.83,16.71,10.5,5.6,5.3,5.6,0.0,62.0,332.0,0.5836518225791821,:CRB,AR,AF,210,0.9420433494726268,77.44149834329431,0.28261300484178803,0.4710216747363134,0.18840866989452537,transform,220_106,1,strike-slip,0
C201309180904A,2013,39.37,15.77,9.8,5.0,5.0,0.0,8.0,258.0,353.0,0.30070425670415685,:CRB,AR,AF,210,0.9445768267789445,77.5594122333604,0.28337304803368335,0.47228841338947225,0.1889153653557889,transform,219_105,1,strike-slip,0
C201311301920A,2013,26.85,-1.06,5.2,5.3,0.0,5.3,4.0,16.0,285.0,2.3711618354933077,:CRB,SO,AF,213,0.2576170836173235,98.20443275505099,0.07728512508519704,0.12880854180866175,0.0515234167234647,transform,206_88,0,normal,2
C201312010814A,2013,26.79,-0.95,10.0,4.9,0.0,4.9,6.0,23.0,287.0,2.4807750099716825,:CRB,SO,AF,213,0.2587139646135235,98.0791897640915,0.07761418938405704,0.12935698230676174,0.0517427929227047,transform,206_89,0,normal,2
C201312231844A,2013,39.24,19.18,10.0,5.3,0.0,5.3,8.0,45.0,275.0,0.16093750339805657,:CRB,AR,AF,210,0.812273553424216,74.54763317826794,0.2436820660272648,0.406136776712108,0.1624547106848432,transform,219_109,1,normal,2
C201407102153A,2014,40.14,17.75,15.6,4.5,0.0,4.5,3.0,48.0,291.0,0.25151789200770736,:CRB,AR,AF,210,0.887149717083016,76.21204201987773,0.2661449151249048,0.443574858541508,0.17742994341660323,transform,220_107,1,normal,2
C201410311650A,2014,35.88,-5.37,10.0,4.6,0.0,4.6,12.0,105.0,2.0,4.094269801026797,:CRB,SO,AF,213,0.18541138311592498,106.43246640593512,0.055623414934777494,0.09270569155796249,0.037082276623184994,transform,215_84,0,strike-slip,0
C201410311704A,2014,35.9,-5.42,10.0,5.1,0.0,5.1,10.0,102.0,5.0,4.064709239736588,:CRB,SO,AF,213,0.18491804859079686,106.4857865757798,0.055475414577239056,0.09245902429539843,0.03698360971815937,transform,215_84,0,strike-slip,0
C201411021825A,2014,29.74,-10.97,10.0,5.3,0.0,5.3,5.0,298.0,63.0,3.5672842711087664,:CRB,SO,AF,213,0.1659956937862832,108.1948691986741,0.04979870813588496,0.0829978468931416,0.03319913875725664,transform,209_79,0,reverse,1
C201411110320A,2014,29.43,-4.92,13.7,4.8,0.0,4.8,11.0,261.0,18.0,0.29220724238115636,:CRB,SO,AF,213,0.21630957174823262,102.83659684290339,0.06489287152446978,0.10815478587411631,0.043261914349646526,transform,209_85,1,strike-slip,0
C201412311947A,2014,33.86,-10.03,14.9,5.1,0.0,5.1,1.0,90.0,184.0,0.4341054369620351,:CRB,SO,AF,213,0.1552021848422651,109.46616015084062,0.04656065545267953,0.07760109242113256,0.031040436968453024,transform,213_79,1,strike-slip,0
C201504141104A,2015,44.06,11.79,10.0,4.6,0.0,4.6,5.0,220.0,114.0,0.21826243378098759,:OSR,SO,AR,208,0.9058700993553659,85.18880839366295,0.27176102980660977,0.45293504967768294,0.18117401987107318,transform,224_101,1,reverse,1
C201505300648A,2015,43.16,11.69,7.3,4.7,0.0,4.7,9.0,358.0,111.0,0.33555132245306374,:OSR,SO,AR,208,0.8885169831634672,84.86284845742014,0.2665550949490401,0.4442584915817336,0.17770339663269344,transform,223_101,1,reverse,1
C201506090222A,2015,38.93,16.92,13.9,4.6,0.0,4.6,2.0,74.0,264.0,1.328069068234026,:CRB,AR,AF,210,0.8909362465683017,76.35260530681818,0.2672808739704905,0.44546812328415086,0.17818724931366037,transform,218_106,0,normal,2
C201506250121A,2015,40.5,17.46,11.6,4.7,0.0,4.7,0.0,227.0,318.0,0.25693993461507736,:CRB,AR,AF,210,0.9063131302023812,76.63449692833312,0.27189393906071435,0.4531565651011906,0.18126262604047627,transform,220_107,1,normal,2
C201508070125A,2015,28.89,-2.15,11.0,5.8,0.0,5.8,7.0,300.0,52.0,0.15710076416109525,:CRB,SO,AF,213,0.2404694928052189,100.17158990300285,0.07214084784156567,0.12023474640260945,0.048093898561043784,transform,208_87,1,reverse,1
C201508070128A,2015,28.95,-2.09,10.0,5.5,0.0,5.5,3.0,127.0,23.0,0.23068994364731213,:CRB,SO,AF,213,0.24068056374607494,100.14974272743746,0.07220416912382248,0.12034028187303747,0.04813611274921499,transform,208_87,1,strike-slip,0
C201508192215A,2015,28.64,-9.69,14.9,5.1,0.0,5.1,7.0,54.0,184.0,2.88152977963095,:CRB,SO,AF,213,0.18150205463870694,106.5399220371369,0.05445061639161208,0.09075102731935347,0.03630041092774139,transform,208_80,0,strike-slip,0
C201509082343A,2015,39.82,-7.14,10.0,4.8,0.0,4.8,18.0,64.0,211.0,6.421306531384404,:CRB,SO,AF,213,0.15513114308530795,109.89250875289214,0.046539342925592385,0.07756557154265398,0.031026228617061592,transform,219_82,0,normal,2
C201509290531A,2015,43.31,11.57,5.9,4.6,0.0,4.6,11.0,354.0,93.0,0.5199083476921725,:OSR,SO,AR,208,0.8973962126797073,85.03771442689006,0.2692188638039122,0.44869810633985363,0.17947924253594147,transform,223_101,1,reverse,1
C201602041243A,2016,28.42,-1.57,10.0,5.1,0.0,5.1,2.0,4.0,236.0,0.7491510435819979,:CRB,SO,AF,213,0.24697955650065495,99.43422311786011,0.07409386695019649,0.12348977825032748,0.04939591130013099,transform,208_88,1,normal,2
C201603060005A,2016,40.34,17.9,10.0,4.5,0.0,4.5,6.0,224.0,327.0,0.35673694790419913,:CRB,AR,AF,210,0.8860686025738929,76.1774559801543,0.26582058077216786,0.44303430128694643,0.17721372051477857,transform,220_107,1,normal,2
C201603062102A,2016,40.28,17.53,13.7,4.8,0.0,4.8,3.0,223.0,333.0,0.26874175336184675,:CRB,AR,AF,210,0.8986545488272917,76.46913994819373,0.2695963646481875,0.44932727441364584,0.17973090976545836,transform,220_107,1,strike-slip,0
C201603072243A,2016,40.34,17.72,10.0,4.8,0.0,4.8,6.0,50.0,292.0,0.42124250735176755,:CRB,AR,AF,210,0.8928576049992163,76.3332362140817,0.2678572814997649,0.44642880249960815,0.17857152099984328,transform,220_107,1,normal,2
C201603221056A,2016,35.97,-4.4,10.0,4.8,0.0,4.8,2.0,79.0,186.0,4.966820472253853,:CRB,SO,AF,213,0.19302684277962356,105.63168145166365,0.057908052833887065,0.09651342138981178,0.03860536855592472,transform,215_85,0,strike-slip,0
C201604121516A,2016,41.44,-10.77,10.0,5.2,0.0,5.2,5.0,89.0,347.0,6.735819888476827,:CRB,SO,AF,213,0.11783492605848522,113.84100906013757,0.035350477817545564,0.05891746302924261,0.023566985211697047,transform,221_79,0,strike-slip,0
C201607130301A,2016,35.97,-5.51,10.0,5.1,0.0,5.1,7.0,99.0,201.0,4.03303389566713,:CRB,SO,AF,213,0.18389210692244085,106.59842898034792,0.055167632076732254,0.09194605346122042,0.03677842138448817,transform,215_84,0,strike-slip,0
C201609101227A,2016,31.62,-1.04,40.0,5.9,0.0,5.9,0.0,338.0,247.0,2.032835727653616,:CRB,SO,AF,213,0.23767599190266342,100.56847291741046,0.07130279757079902,0.11883799595133171,0.04753519838053269,transform,211_88,0,normal,2
C201609210108A,2016,43.3,-12.47,10.0,5.1,0.0,5.1,33.0,219.0,325.0,8.699592695063371,:CRB,SO,AF,213,0.09606805703980026,116.21762616801064,0.028820417111940076,0.04803402851990013,0.019213611407960053,transform,223_77,0,normal,2
C201609231611A,2016,29.06,-2.65,10.0,4.8,0.0,4.8,10.0,274.0,112.0,0.39452838947279795,:CRB,SO,AF,213,0.2358369382835006,100.68931575012579,0.07075108148505017,0.1179184691417503,0.04716738765670012,transform,209_87,1,reverse,1
C201701271629A,2017,38.67,7.67,10.0,5.3,0.0,5.3,0.0,97.0,188.0,0.2827636159409478,:CRB,SO,AF,213,0.2773431540028204,96.30343836754976,0.08320294620084612,0.1386715770014102,0.05546863080056408,transform,218_97,1,strike-slip,0
C201702240032A,2017,30.05,-8.44,30.0,5.9,0.0,5.9,11.0,339.0,96.0,1.0544073552949056,:CRB,SO,AF,213,0.18522124134117846,106.18174197876331,0.055566372402353535,0.09261062067058923,0.03704424826823569,transform,210_81,0,reverse,1
C201703292037A,2017,41.05,-10.95,10.0,5.0,0.0,5.0,5.0,227.0,112.0,6.341372372759699,:CRB,SO,AF,213,0.11775605396748023,113.80869214228812,0.03532681619024407,0.05887802698374012,0.02355121079349605,transform,221_79,0,reverse,1
C201704140553A,2017,43.38,11.79,2.3,4.7,0.0,4.7,5.0,4.0,106.0,0.3496076944233365,:OSR,SO,AR,208,0.8894717086730717,84.8761221574206,0.2668415126019215,0.44473585433653584,0.17789434173461435,transform,223_101,1,reverse,1
C201704141044A,2017,43.26,11.82,10.0,4.7,0.0,4.7,21.0,354.0,104.0,0.41944569374354174,:OSR,SO,AR,208,0.8852538069941307,84.794416457204,0.2655761420982392,0.44262690349706535,0.17705076139882614,transform,223_101,1,reverse,1
C201704291053A,2017,29.93,-6.13,10.0,5.3,0.0,5.3,14.0,286.0,142.0,0.33185953067525514,:CRB,SO,AF,213,0.20443438651767742,104.13216547936756,0.06133031595530322,0.10221719325883871,0.04088687730353549,transform,209_83,1,reverse,1
C201707300702A,2017,29.78,-0.22,10.0,5.3,0.0,5.3,11.0,314.0,70.0,0.29371738590175395,:CRB,SO,AF,213,0.25167066862747056,98.94393606062363,0.07550120058824117,0.12583533431373528,0.05033413372549411,transform,209_89,1,reverse,1
C201709151745A,2017,28.81,-2.72,12.2,5.0,0.0,5.0,9.0,138.0,270.0,0.41848685773868727,:CRB,SO,AF,213,0.23636319493789326,100.6244428502522,0.07090895848136798,0.11818159746894663,0.047272638987578657,transform,208_87,1,normal,2
C201710220605A,2017,30.74,-6.09,10.0,5.1,0.0,5.1,19.0,266.0,158.0,0.9868989912346641,:CRB,SO,AF,213,0.2012035697000254,104.50479587015278,0.060361070910007614,0.1006017848500127,0.040240713940005085,transform,210_83,1,strike-slip,0
C201711302148A,2017,28.71,-2.62,10.0,5.0,0.0,5.0,7.0,336.0,86.0,0.3518142266878922,:CRB,SO,AF,213,0.23757487502916952,100.48779306078458,0.07127246250875086,0.11878743751458476,0.047514975005833904,transform,208_87,1,reverse,1
