accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.9701337218284607,0.9535201191902161,0.1602153331041336,0.868127703666687,0.8943840265274048,0.9462259411811829,0.8652357459068298,0.27226758003234863,0.7905192375183105,0.6998574733734131,0.0010000000474974513
0.9911547303199768,0.9779448509216309,0.06455930322408676,0.9818618297576904,0.9459532499313354,0.9434067010879517,0.8693538904190063,0.2793686091899872,0.7547598481178284,0.724280059337616,0.0010000000474974513
0.9935751557350159,0.9845874905586243,0.05279899761080742,0.9863351583480835,0.9613666534423828,0.9478250741958618,0.8665255904197693,0.26928168535232544,0.804571270942688,0.6985130906105042,0.0010000000474974513
0.9944702386856079,0.9866532683372498,0.04827483370900154,0.9882057309150696,0.9668282270431519,0.9464498162269592,0.8649945855140686,0.2688795030117035,0.7882943749427795,0.7060418128967285,0.0010000000474974513
0.9946818351745605,0.9869706034660339,0.046053726226091385,0.9885435104370117,0.9682294130325317,0.9492769241333008,0.8811556696891785,0.24138016998767853,0.781288743019104,0.7526471614837646,0.0010000000474974513
0.995013415813446,0.9878413081169128,0.044412001967430115,0.988989531993866,0.9704907536506653,0.9458977580070496,0.8607187271118164,0.2707144618034363,0.7807249426841736,0.711177408695221,0.0010000000474974513
0.9951992630958557,0.9883283376693726,0.04291676729917526,0.9892459511756897,0.9717398881912231,0.9472170472145081,0.8564547300338745,0.2672562897205353,0.7922335863113403,0.7093974351882935,0.0010000000474974513
0.9953506588935852,0.9887595176696777,0.04179346188902855,0.9892769455909729,0.9729446172714233,0.9460296630859375,0.8815804123878479,0.2516026198863983,0.7487727999687195,0.7714688777923584,0.0010000000474974513
0.995435357093811,0.9888501167297363,0.04175492003560066,0.9896161556243896,0.9733050465583801,0.9469397664070129,0.8520399928092957,0.27151280641555786,0.8035198450088501,0.689435601234436,0.0010000000474974513
0.9955087304115295,0.988943874835968,0.04142346233129501,0.9898061156272888,0.9737107157707214,0.9471524953842163,0.8583670258522034,0.2663939893245697,0.7891142964363098,0.7134279608726501,0.0010000000474974513
0.9954614043235779,0.9889784455299377,0.04194699227809906,0.9891633987426758,0.9739686846733093,0.9476434588432312,0.8655927181243896,0.2602664530277252,0.7860583662986755,0.7243526577949524,0.0010000000474974513
0.9956413507461548,0.9893428087234497,0.0410236194729805,0.9897134900093079,0.9748903512954712,0.9446249604225159,0.8588189482688904,0.2678122818470001,0.7715180516242981,0.7102981805801392,0.0010000000474974513
0.9970836639404297,0.991597056388855,0.03184124082326889,0.9951587319374084,0.9811909198760986,0.9513199329376221,0.8719357252120972,0.23408672213554382,0.7994109988212585,0.7481245398521423,0.0005000000237487257
0.9970785975456238,0.9916747808456421,0.028152281418442726,0.9951417446136475,0.9811677932739258,0.9484679698944092,0.8582539558410645,0.24844644963741302,0.8016438484191895,0.7104326486587524,0.0005000000237487257
0.9970830678939819,0.9918021559715271,0.026522906497120857,0.9949995279312134,0.9813450574874878,0.9499175548553467,0.8605712056159973,0.2455013245344162,0.8039401173591614,0.7244064211845398,0.0005000000237487257
