accuracy,auc_1,loss,precision_1,recall_1,val_accuracy,val_auc_1,val_loss,val_precision_1,val_recall_1,learning_rate
0.9691449999809265,0.9518298506736755,0.1607515811920166,0.8620651364326477,0.8934924006462097,0.9438002109527588,0.855385959148407,0.28975972533226013,0.789396345615387,0.6716947555541992,0.0010000000474974513
0.9899055361747742,0.9725839495658875,0.06708242744207382,0.9809999465942383,0.9365179538726807,0.9450912475585938,0.8587067127227783,0.2764380872249603,0.7876342535018921,0.6902637481689453,0.0010000000474974513
0.9919945597648621,0.9780012369155884,0.05759386345744133,0.9860724806785583,0.9486680626869202,0.9469625353813171,0.8497278094291687,0.27857550978660583,0.8177730441093445,0.6704525351524353,0.0010000000474974513
0.99317467212677,0.9813811182975769,0.052682336419820786,0.988010585308075,0.9564210176467896,0.8952224850654602,0.8712890148162842,0.38145560026168823,0.5178210139274597,0.7819499373435974,0.0010000000474974513
0.9937925934791565,0.9832916259765625,0.05050070211291313,0.9885230660438538,0.9609702825546265,0.944679319858551,0.8500075340270996,0.2820640206336975,0.7864839434623718,0.6869188547134399,0.0010000000474974513
0.9943234324455261,0.9850205779075623,0.04636288061738014,0.9889960885047913,0.9648357033729553,0.9459981322288513,0.8662698268890381,0.2568841576576233,0.7751535177230835,0.7216799855232239,0.0010000000474974513
0.9945969581604004,0.9859868884086609,0.04544023424386978,0.9889004230499268,0.9671728610992432,0.9466144442558289,0.8519228100776672,0.2783237397670746,0.8087883591651917,0.6782635450363159,0.0010000000474974513
0.9946777820587158,0.9860938787460327,0.04529295861721039,0.989211916923523,0.9675120711326599,0.9407535195350647,0.8741177320480347,0.26446738839149475,0.7246017456054688,0.750060498714447,0.0010000000474974513
0.9947341680526733,0.986149251461029,0.045181963592767715,0.9892613887786865,0.9679369926452637,0.9474111199378967,0.8444405198097229,0.27790752053260803,0.8150466084480286,0.6792449951171875,0.0010000000474974513
0.994739294052124,0.986116886138916,0.04523297771811485,0.9891751408576965,0.9680615663528442,0.9464688301086426,0.8630415201187134,0.2630098760128021,0.7769924998283386,0.7245516180992126,0.0010000000474974513
0.9947905540466309,0.9860987067222595,0.045074593275785446,0.9894508719444275,0.9681974053382874,0.9459108710289001,0.8349140882492065,0.2915121018886566,0.813319742679596,0.663956344127655,0.0010000000474974513
0.9949511885643005,0.9865513443946838,0.04426426813006401,0.9897060990333557,0.969261884689331,0.9431726932525635,0.8546684384346008,0.2775404453277588,0.7671142816543579,0.6990535259246826,0.0010000000474974513
0.9949579238891602,0.9865767359733582,0.044237203896045685,0.9895113110542297,0.9695144295692444,0.94692063331604,0.8533807396888733,0.2675778865814209,0.788219690322876,0.7119706273078918,0.0010000000474974513
0.9964488744735718,0.988980233669281,0.034585140645504,0.9950613379478455,0.9761232137680054,0.9495203495025635,0.8729464411735535,0.23460324108600616,0.7841088771820068,0.7509047985076904,0.0005000000237487257
