accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.9636357426643372,0.9492982029914856,0.17347218096256256,0.8327999114990234,0.8833367824554443,0.9384374618530273,0.8682388067245483,0.2970326244831085,0.7323814034461975,0.6997687816619873,0.0010000000474974513
0.9887793064117432,0.9747366905212402,0.06908175349235535,0.9708504676818848,0.9374234080314636,0.9436677098274231,0.8616615533828735,0.2764395773410797,0.776580274105072,0.6897367835044861,0.0010000000474974513
0.9913174510002136,0.9796317219734192,0.057399556040763855,0.9796842336654663,0.9494789242744446,0.9461652636528015,0.8617056012153625,0.2677809000015259,0.7924584746360779,0.696179211139679,0.0010000000474974513
0.9927072525024414,0.9834914803504944,0.05198967829346657,0.9826711416244507,0.9579192399978638,0.9443914294242859,0.8664522171020508,0.26784080266952515,0.7715519666671753,0.7072383165359497,0.0010000000474974513
0.9935592412948608,0.986136794090271,0.04877636954188347,0.983609676361084,0.963983952999115,0.9465886950492859,0.8589521050453186,0.26372626423835754,0.79334956407547,0.7000188231468201,0.0010000000474974513
0.9940692782402039,0.9872840642929077,0.046033479273319244,0.9848256707191467,0.9669483304023743,0.9459424614906311,0.8646261692047119,0.2596931457519531,0.773659884929657,0.7235137820243835,0.0010000000474974513
0.9943981766700745,0.9880442023277283,0.044419825077056885,0.9854472279548645,0.9690098166465759,0.9462234973907471,0.8734975457191467,0.25383228063583374,0.7669374346733093,0.7389395236968994,0.0010000000474974513
0.994736909866333,0.9889311194419861,0.04269299656152725,0.9858972430229187,0.9713391065597534,0.9446896910667419,0.8701218962669373,0.25846362113952637,0.7604588270187378,0.7306956052780151,0.0010000000474974513
0.9948241114616394,0.9891736507415771,0.042144350707530975,0.9859431982040405,0.9720017910003662,0.9440879225730896,0.8557673692703247,0.2740788757801056,0.7761842012405396,0.6957086324691772,0.0010000000474974513
0.9949101805686951,0.9892756342887878,0.04157792776823044,0.986199676990509,0.9724518060684204,0.9459786415100098,0.857905387878418,0.26281991600990295,0.7799651622772217,0.7134360671043396,0.0010000000474974513
0.9950010776519775,0.9893778562545776,0.04089948907494545,0.9863269329071045,0.9730696678161621,0.9423348307609558,0.8562663793563843,0.27477410435676575,0.7578895688056946,0.7042375802993774,0.0010000000474974513
0.9951196312904358,0.9895718097686768,0.04013163968920708,0.9868344068527222,0.9735270738601685,0.9420848488807678,0.8667677044868469,0.2659604847431183,0.7391591668128967,0.7371299266815186,0.0010000000474974513
0.9952144622802734,0.989910900592804,0.03946375846862793,0.9867071509361267,0.9744280576705933,0.9415971636772156,0.8795997500419617,0.2569638788700104,0.7206925749778748,0.7716571092605591,0.0010000000474974513
0.9953413605690002,0.9903099536895752,0.03895900771021843,0.9868926405906677,0.9752783179283142,0.9449004530906677,0.8658292293548584,0.2607571482658386,0.7624158263206482,0.7298781871795654,0.0010000000474974513
0.9969384670257568,0.9927914142608643,0.029959779232740402,0.9928241968154907,0.9823533296585083,0.9448321461677551,0.8651559948921204,0.2573445737361908,0.7617603540420532,0.7301847338676453,0.0005000000237487257
0.9970171451568604,0.9930376410484314,0.027186354622244835,0.9928504228591919,0.9829741716384888,0.9440026879310608,0.8682174682617188,0.25647470355033875,0.7552977204322815,0.7312360405921936,0.0005000000237487257
0.996993362903595,0.9930101037025452,0.026186419650912285,0.992813229560852,0.9828127026557922,0.9440382719039917,0.8538036942481995,0.26552096009254456,0.7671387791633606,0.7102309465408325,0.0005000000237487257
0.9970512986183167,0.9932162761688232,0.02518935687839985,0.9928401112556458,0.9832518696784973,0.9443610310554504,0.8591052889823914,0.2605370581150055,0.7644419074058533,0.7191686034202576,0.0005000000237487257
0.9970542788505554,0.9932755827903748,0.024713924154639244,0.9927594661712646,0.9833651185035706,0.9434763789176941,0.8650543689727783,0.2544252574443817,0.7497592568397522,0.7348310351371765,0.0005000000237487257
0.9970889091491699,0.9933454990386963,0.024214550852775574,0.992802619934082,0.9835960268974304,0.9422127604484558,0.8672529458999634,0.2564324736595154,0.7380011081695557,0.7413486838340759,0.0005000000237487257
0.9970802068710327,0.9934247732162476,0.024004172533750534,0.992578387260437,0.9837570190429688,0.9422509074211121,0.8549737930297852,0.26639115810394287,0.7519216537475586,0.7141163349151611,0.0005000000237487257
0.9978976845741272,0.9945304989814758,0.019771670922636986,0.9957333207130432,0.9872246384620667,0.9426658749580383,0.8589536547660828,0.26003506779670715,0.7513643503189087,0.720763087272644,0.0002500000118743628
