segment_name,segment_id,point_index,longitude,latitude,plate1,plate2,boundary_type
PA-AN,22,47,-170.043,-64.8585,PA,AN,:OSR
PA-AN,22,48,-169.839,-64.7637,PA,AN,:OSR
PA-AN,22,49,-169.109,-64.2448,PA,AN,:OSR
PA-AN,22,50,-168.379,-63.7303,PA,AN,:OSR
PA-AN,22,51,-167.513,-63.106,PA,AN,:OSR
PA-AN,22,52,-166.608,-62.49,PA,AN,:OSR
PA-AN,22,53,-166.199,-62.6056,PA,AN,:OSR
PA-AN,22,54,-165.149,-63.007,PA,AN,:OSR
PA-AN,22,55,-163.921,-63.4667,PA,AN,:OSR
PA-AN,22,56,-163.001,-62.9675,PA,AN,:OSR
PA-AN,22,57,-162.061,-62.3936,PA,AN,:OSR
PA-AN,22,58,-161.338,-62.6144,PA,AN,:OSR
PA-AN,22,59,-160.43,-62.9233,PA,AN,:OSR
PA-AN,22,60,-159.888,-62.5954,PA,AN,:OSR
PA-AN,22,61,-158.703,-63.0044,PA,AN,:OSR
PA-AN,22,62,-158.394,-62.7885,PA,AN,:OSR
PA-AN,22,63,-157.601,-63.07,PA,AN,:OSR
PA-AN,22,64,-156.717,-63.324,PA,AN,:OSR
PA-AN,22,65,-156.022,-62.9525,PA,AN,:OSR
PA-AN,22,66,-155.254,-62.4327,PA,AN,:OSR
PA-AN,22,67,-154.324,-61.7762,PA,AN,:OSR
PA-AN,22,68,-154.181,-61.8361,PA,AN,:OSR
PA-AN,22,69,-153.661,-61.3992,PA,AN,:OSR
PA-AN,22,70,-152.943,-60.8407,PA,AN,:OSR
PA-AN,22,71,-152.119,-60.1575,PA,AN,:OSR
PA-AN,22,72,-151.329,-59.4694,PA,AN,:OSR
PA-AN,22,73,-150.382,-59.7176,PA,AN,:OSR
PA-AN,22,74,-149.809,-59.3141,PA,AN,:OSR
PA-AN,22,75,-149.264,-58.8221,PA,AN,:OSR
PA-AN,22,76,-148.276,-58.13,PA,AN,:OSR
PA-AN,22,77,-147.692,-57.5547,PA,AN,:OSR
PA-AN,22,78,-147.167,-57.6379,PA,AN,:OSR
PA-AN,22,79,-146.681,-57.3076,PA,AN,:OSR
PA-AN,22,80,-145.979,-56.6686,PA,AN,:OSR
PA-AN,22,81,-145.412,-56.2277,PA,AN,:OSR
PA-AN,22,82,-144.857,-55.7842,PA,AN,:OSR
PA-AN,22,83,-144.482,-55.9103,PA,AN,:OSR
PA-AN,22,84,-143.324,-56.2625,PA,AN,:OSR
PA-AN,22,85,-142.086,-56.6193,PA,AN,:OSR
PA-AN,22,86,-141.211,-56.8392,PA,AN,:OSR
PA-AN,22,87,-140.325,-57.0528,PA,AN,:OSR
PA-AN,22,88,-140.041,-56.7722,PA,AN,:OSR
PA-AN,22,89,-139.545,-56.2678,PA,AN,:OSR
PA-AN,22,90,-139.191,-55.7249,PA,AN,:OSR
PA-AN,22,91,-139.578,-55.6146,PA,AN,:OSR
PA-AN,22,92,-139.253,-55.2509,PA,AN,:OSR
PA-AN,22,93,-138.799,-54.7123,PA,AN,:OSR
PA-AN,22,94,-138.338,-54.141,PA,AN,:OSR
PA-AN,22,95,-137.89,-53.5679,PA,AN,:OSR
PA-AN,22,96,-137.522,-53.6878,PA,AN,:OSR
PA-AN,22,97,-136.59,-53.9067,PA,AN,:OSR
PA-AN,22,98,-136.18,-53.3957,PA,AN,:OSR
PA-AN,22,99,-135.307,-53.643,PA,AN,:OSR
PA-AN,22,100,-134.205,-53.8871,PA,AN,:OSR
PA-AN,22,101,-132.87,-54.2371,PA,AN,:OSR
PA-AN,22,102,-132.126,-54.4323,PA,AN,:OSR
PA-AN,22,103,-131.375,-54.6229,PA,AN,:OSR
PA-AN,22,104,-130.059,-54.9314,PA,AN,:OSR
PA-AN,22,105,-129.345,-55.1286,PA,AN,:OSR
PA-AN,22,106,-128.624,-55.3215,PA,AN,:OSR
PA-AN,22,107,-127.231,-55.5654,PA,AN,:OSR
PA-AN,22,108,-126.8,-55.0641,PA,AN,:OSR
PA-AN,22,109,-126.197,-55.1382,PA,AN,:OSR
PA-AN,22,110,-125.077,-55.4541,PA,AN,:OSR
PA-AN,22,111,-124.262,-55.5873,PA,AN,:OSR
PA-AN,22,112,-123.442,-55.715,PA,AN,:OSR
PA-AN,22,113,-122.655,-55.8731,PA,AN,:OSR
PA-AN,22,114,-121.862,-56.0262,PA,AN,:OSR
PA-AN,22,115,-121.635,-55.8321,PA,AN,:OSR
PA-AN,22,116,-121.228,-55.2189,PA,AN,:OSR
PA-AN,22,117,-120.663,-54.4098,PA,AN,:OSR
PA-AN,22,118,-119.685,-54.6416,PA,AN,:OSR
PA-AN,22,119,-118.581,-54.8185,PA,AN,:OSR
PA-AN,22,120,-118.313,-54.3503,PA,AN,:OSR
PA-AN,22,121,-118.037,-53.6908,PA,AN,:OSR
PA-AN,22,122,-117.661,-53.1241,PA,AN,:OSR
PA-AN,22,123,-118.977,-52.8974,PA,AN,:OSR
PA-AN,22,124,-118.875,-52.7524,PA,AN,:OSR
PA-AN,22,125,-118.422,-52.212,PA,AN,:OSR
PA-AN,22,126,-118.12,-51.7718,PA,AN,:OSR
PA-AN,22,127,-117.824,-51.3309,PA,AN,:OSR
PA-AN,22,128,-117.522,-50.8747,PA,AN,:OSR
PA-AN,22,129,-117.225,-50.4178,PA,AN,:OSR
PA-AN,22,130,-116.802,-49.8934,PA,AN,:OSR
PA-AN,22,131,-116.388,-49.3675,PA,AN,:OSR
PA-AN,22,132,-115.233,-49.5892,PA,AN,:OSR
PA-AN,22,133,-114.556,-49.721,PA,AN,:OSR
PA-AN,22,134,-113.875,-49.8489,PA,AN,:OSR
PA-AN,22,135,-113.745,-49.3574,PA,AN,:OSR
PA-AN,22,136,-113.528,-48.841,PA,AN,:OSR
PA-AN,22,137,-113.315,-48.3242,PA,AN,:OSR
PA-AN,22,138,-113.131,-47.7733,PA,AN,:OSR
PA-AN,22,139,-112.95,-47.2221,PA,AN,:OSR
PA-AN,22,140,-112.685,-46.5385,PA,AN,:OSR
PA-AN,22,141,-112.426,-45.8544,PA,AN,:OSR
PA-AN,22,142,-112.675,-45.8327,PA,AN,:OSR
PA-AN,22,143,-112.55,-45.4942,PA,AN,:OSR
PA-AN,22,144,-112.381,-44.9378,PA,AN,:OSR
PA-AN,22,145,-112.216,-44.3811,PA,AN,:OSR
PA-AN,22,146,-111.971,-43.7738,PA,AN,:OSR
PA-AN,22,147,-111.73,-43.1659,PA,AN,:OSR
PA-AN,22,148,-111.538,-42.6833,PA,AN,:OSR
PA-AN,22,149,-111.349,-42.2004,PA,AN,:OSR
PA-AN,22,150,-110.954,-42.2487,PA,AN,:OSR
PA-AN,22,151,-110.832,-41.3555,PA,AN,:OSR
PA-AN,22,152,-110.754,-40.7597,PA,AN,:OSR
PA-AN,22,153,-110.677,-40.1638,PA,AN,:OSR
PA-AN,22,154,-110.533,-39.5749,PA,AN,:OSR
PA-AN,22,155,-110.391,-38.9858,PA,AN,:OSR
PA-AN,22,156,-111.27,-38.9785,PA,AN,:OSR
PA-AN,22,157,-111.268,-38.8776,PA,AN,:OSR
PA-AN,22,158,-111.067,-38.276,PA,AN,:OSR
PA-AN,22,159,-110.869,-37.6741,PA,AN,:OSR
PA-AN,22,160,-110.668,-37.0423,PA,AN,:OSR
PA-AN,22,161,-110.471,-36.4102,PA,AN,:OSR
PA-AN,22,162,-110.739,-36.3578,PA,AN,:OSR
PA-AN,22,163,-110.715,-36.2186,PA,AN,:OSR
PA-AN,22,164,-110.579,-35.8301,PA,AN,:OSR
PA-AN,22,165,-110.895,-35.7967,PA,AN,:OSR
PA-AN,22,166,-110.877,-35.3191,PA,AN,:OSR
PA-AN,22,167,-110.827,-35.0908,PA,AN,:OSR
AN-SA,23,0,-0.4379,-54.8518,AN,SA,:OTF
AN-SA,23,1,-1.03898,-55.019,AN,SA,:OTF
AN-SA,23,2,-1.60588,-55.1293,AN,SA,:OTF
AN-SA,23,3,-1.61369,-55.6529,AN,SA,:OTF
AN-SA,23,4,-2.07998,-55.6568,AN,SA,:OTF
AN-SA,23,5,-2.89625,-55.7072,AN,SA,:OTF
AN-SA,23,6,-3.72024,-55.7399,AN,SA,:OTF
AN-SA,23,7,-4.05601,-55.7694,AN,SA,:OTF
AN-SA,23,8,-4.69061,-55.8072,AN,SA,:OTF
AN-SA,23,9,-4.67546,-56.2102,AN,SA,:OTF
AN-SA,23,10,-4.69342,-56.5916,AN,SA,:OTF
AN-SA,23,11,-5.44832,-56.627,AN,SA,:OTF
AN-SA,23,12,-6.05679,-56.6721,AN,SA,:OTF
AN-SA,23,13,-6.09431,-56.9823,AN,SA,:OTF
AN-SA,23,14,-6.13025,-57.2402,AN,SA,:OTF
AN-SA,23,15,-6.53815,-57.27,AN,SA,:OTF
AN-SA,23,16,-6.99917,-57.3176,AN,SA,:OTF
AN-SA,23,17,-7.01278,-57.6172,AN,SA,:OTF
AN-SA,23,18,-7.00902,-57.8694,AN,SA,:OTF
AN-SA,23,19,-7.52477,-57.9204,AN,SA,:OTF
AN-SA,23,20,-8.60685,-57.9888,AN,SA,:OTF
AN-SA,23,21,-9.88532,-58.0915,AN,SA,:OTF
AN-SA,23,22,-11.1897,-58.1577,AN,SA,:OTF
AN-SA,23,23,-12.6489,-58.2406,AN,SA,:OTF
AN-SA,23,24,-13.9543,-58.3173,AN,SA,:OTF
AN-SA,23,25,-15.0689,-58.3904,AN,SA,:OTF
AN-SA,23,26,-15.9715,-58.4388,AN,SA,:OTF
AN-SA,23,27,-16.0047,-58.4593,AN,SA,:OTF
AN-SA,23,28,-16.2258,-58.7672,AN,SA,:OTF
AN-SA,23,29,-16.41,-59.0984,AN,SA,:OTF
AN-SA,23,30,-16.9169,-59.0982,AN,SA,:OTF
AN-SA,23,31,-17.667,-59.1289,AN,SA,:OTF
AN-SA,23,32,-18.06,-59.1526,AN,SA,:OTF
AN-SA,23,33,-18.1233,-59.5093,AN,SA,:OTF
AN-SA,23,34,-18.4325,-59.5423,AN,SA,:OTF
AN-SA,23,35,-18.5472,-59.9376,AN,SA,:OTF
AN-SA,23,36,-18.6464,-60.25,AN,SA,:OTF
AN-SA,23,37,-19.3705,-60.2891,AN,SA,:OTF
AN-SA,23,38,-19.5812,-60.8108,AN,SA,:OTF
AN-SA,23,39,-20.651,-60.7817,AN,SA,:OTF
AN-SA,23,40,-21.7186,-60.7441,AN,SA,:OTF
AN-SA,23,41,-22.9137,-60.7232,AN,SA,:OTF
AN-SA,23,42,-24.1069,-60.6917,AN,SA,:OTF
AN-SA,23,43,-25.0935,-60.545,AN,SA,:OTF
AN-SA,23,44,-26.0709,-60.391,AN,SA,:OTF
AN-SA,24,0,-76.4833,-52.0684,AN,SA,:OTF
AN-SA,24,1,-76.6257,-51.3775,AN,SA,:OTF
AN-SA,24,2,-76.7565,-50.7289,AN,SA,:OTF
AN-SA,24,3,-76.9898,-49.8446,AN,SA,:OTF
AN-SA,24,4,-77.024,-49.1923,AN,SA,:OTF
AN-SA,24,5,-76.9255,-48.5065,AN,SA,:OTF
AN-SA,24,6,-76.6497,-47.8746,AN,SA,:OTF
AN-SA,24,7,-76.321,-47.4777,AN,SA,:OTF
AN-SA,24,8,-75.9972,-47.0799,AN,SA,:OTF
AN-SA,24,9,-75.9581,-46.422,AN,SA,:OTF
AN-SA,24,10,-76.0062,-45.6585,AN,SA,:OTF
AR-EU,25,0,65.0282,24.3824,AR,EU,:CCB*
AR-EU,25,1,64.1615,24.3498,AR,EU,:CCB*
AR-EU,25,2,63.3656,24.2854,AR,EU,:CCB*
AR-EU,25,3,62.5806,24.283,AR,EU,:CCB*
AR-EU,25,4,61.9554,24.0869,AR,EU,:CCB*
AR-EU,25,5,61.3646,24.122,AR,EU,:CCB*
AR-EU,25,6,60.8696,24.1775,AR,EU,:CCB*
AR-EU,25,7,60.3741,24.2315,AR,EU,:CCB*
AR-EU,25,8,59.6026,24.3113,AR,EU,:CCB*
AR-EU,25,9,58.7157,24.3633,AR,EU,:CCB*
AR-EU,25,10,57.8316,24.4427,AR,EU,:CCB*
AR-EU,25,11,57.3454,24.7884,AR,EU,:CCB*
AR-EU,25,12,57.1214,25.5518,AR,EU,:CCB*
AR-EU,25,13,57.057,26.0485,AR,EU,:CCB*
AR-EU,25,14,56.9921,26.5452,AR,EU,:CCB*
AR-EU,25,15,56.8753,27.3007,AR,EU,:CCB*
AR-EU,25,16,56.4233,27.3685,AR,EU,:CCB*
AR-EU,25,17,55.6618,26.9471,AR,EU,:CCB*
AR-EU,25,18,54.7283,26.6679,AR,EU,:CCB*
AR-EU,25,19,53.8601,26.7173,AR,EU,:CCB*
AR-EU,25,20,53.2406,27.1213,AR,EU,:CCB*
AR-EU,25,21,52.5038,27.5611,AR,EU,:CCB*
AR-EU,25,22,51.912,27.9573,AR,EU,:CCB*
AR-EU,25,23,51.283,28.4873,AR,EU,:CCB*
AR-EU,25,24,50.9981,29.0719,AR,EU,:CCB*
AR-EU,25,25,51.0573,29.578,AR,EU,:CCB*
AR-EU,25,26,50.4526,30.1031,AR,EU,:CCB*
AR-EU,25,27,49.974,30.4532,AR,EU,:CCB*
AR-EU,25,28,49.4919,30.8016,AR,EU,:CCB*
AR-EU,25,29,49.2649,31.2117,AR,EU,:CCB*
AR-EU,25,30,49.036,31.6214,AR,EU,:CCB*
AR-EU,25,31,48.4892,32.2374,AR,EU,:CCB*
AR-EU,25,32,48.1702,32.3082,AR,EU,:CCB*
AR-EU,25,33,47.7702,32.3111,AR,EU,:CCB*
AR-EU,25,34,47.4107,32.4479,AR,EU,:CCB*
AR-EU,25,35,46.6076,32.8874,AR,EU,:CCB*
AR-EU,25,36,45.9177,33.3905,AR,EU,:CCB*
AR-EU,25,37,45.5052,33.8933,AR,EU,:CCB*
AR-EU,25,38,45,34.5906,AR,EU,:CCB*
AR-EU,26,0,104.576,-8.16657,AR,EU,:CCB*
AR-EU,26,1,104.981,-8.5688,AR,EU,:CCB*
AR-EU,26,2,105.59,-8.92628,AR,EU,:CCB*
AR-EU,26,3,106.123,-9.23956,AR,EU,:CCB*
AR-EU,26,4,106.345,-9.37105,AR,EU,:CCB*
AR-EU,26,5,106.827,-9.66517,AR,EU,:CCB*
AR-EU,26,6,107.379,-9.89028,AR,EU,:CCB*
AR-EU,26,7,107.836,-10.0528,AR,EU,:CCB*
AR-EU,26,8,108.363,-10.1777,AR,EU,:CCB*
AR-EU,26,9,109.067,-10.3276,AR,EU,:CCB*
AR-EU,26,10,109.626,-10.3713,AR,EU,:CCB*
AR-EU,26,11,110.159,-10.4399,AR,EU,:CCB*
AR-EU,26,12,110.615,-10.4773,AR,EU,:CCB*
AR-EU,26,13,111.015,-10.4773,AR,EU,:CCB*
AR-EU,26,14,111.523,-10.5772,AR,EU,:CCB*
AR-EU,26,15,112.17,-10.652,AR,EU,:CCB*
AR-EU,26,16,112.563,-10.758,AR,EU,:CCB*
AR-EU,26,17,113.204,-10.8702,AR,EU,:CCB*
AR-EU,26,18,113.756,-10.9636,AR,EU,:CCB*
AR-EU,26,19,114.41,-11.0882,AR,EU,:CCB*
AR-EU,26,20,115.013,-11.1505,AR,EU,:CCB*
AR-EU,26,21,115.571,-11.2189,AR,EU,:CCB*
AR-EU,26,22,116.174,-11.275,AR,EU,:CCB*
AR-EU,26,23,116.853,-11.331,AR,EU,:CCB*
AR-EU,26,24,117.576,-11.3372,AR,EU,:CCB*
AR-EU,26,25,118.236,-11.3869,AR,EU,:CCB*
AR-EU,26,26,118.75,-11.3621,AR,EU,:CCB*
AR-EU,26,27,119.27,-11.3932,AR,EU,:CCB*
AR-EU,26,28,119.841,-11.4616,AR,EU,:CCB*
AR-EU,26,29,120.451,-11.5238,AR,EU,:CCB*
AR-EU,26,30,120.886,-11.4925,AR,EU,:CCB*
TI-AU,27,0,120.886,-11.4925,TI,AU,:OTF
TI-AU,27,1,121.11,-11.4927,TI,AU,:OTF
TI-AU,27,2,121.783,-11.4118,TI,AU,:OTF
TI-AU,27,3,122.627,-11.1878,TI,AU,:OTF
TI-AU,27,4,123.217,-10.9948,TI,AU,:OTF
TI-AU,27,5,123.96,-10.7081,TI,AU,:OTF
TI-AU,27,6,124.734,-10.39,TI,AU,:OTF
TI-AU,27,7,125.159,-10.159,TI,AU,:OTF
TI-AU,27,8,125.482,-9.98405,TI,AU,:OTF
TI-AU,27,9,125.869,-9.78401,TI,AU,:OTF
TI-AU,27,10,126.333,-9.59637,TI,AU,:OTF
TI-AU,27,11,126.853,-9.38984,TI,AU,:OTF
TI-AU,27,12,127.43,-9.22077,TI,AU,:OTF
TI-AU,27,13,127.9,-9.13307,TI,AU,:OTF
TI-AU,27,14,128.376,-9.09547,TI,AU,:OTF
TI-AU,27,15,129.106,-9.02027,TI,AU,:OTF
TI-AU,27,16,129.861,-8.92625,TI,AU,:OTF
TI-AU,27,17,130.54,-8.7256,TI,AU,:OTF
TI-AU,27,18,130.933,-8.56249,TI,AU,:OTF
TI-AU,27,19,131.415,-8.26747,TI,AU,:OTF
TI-AU,28,0,131.415,-8.26747,TI,AU,:OTF
TI-AU,28,1,131.867,-7.6612,TI,AU,:OTF
TI-AU,28,2,132.431,-6.98943,TI,AU,:OTF
TI-AU,28,3,132.689,-6.68099,TI,AU,:OTF
PA-AU,29,0,159.803,-60.0055,PA,AU,:OTF
PA-AU,29,1,160.327,-60.5039,PA,AU,:OTF
PA-AU,29,2,160.74,-61.0526,PA,AU,:OTF
PA-AU,29,3,161.129,-61.3842,PA,AU,:OTF
PA-AU,29,4,161.228,-61.4567,PA,AU,:OTF
PA-AU,30,0,166.951,-44.9871,PA,AU,:OTF
PA-AU,30,1,167.1,-44.8262,PA,AU,:OTF
PA-AU,30,2,167.368,-44.6478,PA,AU,:OTF
PA-AU,30,3,167.688,-44.466,PA,AU,:OTF
PA-AU,30,4,168.081,-44.3297,PA,AU,:OTF
PA-AU,30,5,168.488,-44.166,PA,AU,:OTF
PA-AU,30,6,168.77,-44.0215,PA,AU,:OTF
AU-PA,31,0,168.77,-44.0215,AU,PA,:CTF
AU-PA,31,1,169.136,-43.8453,AU,PA,:CTF
AU-PA,31,2,169.647,-43.5943,AU,PA,:CTF
AU-PA,31,3,170.103,-43.3578,AU,PA,:CTF
AU-PA,31,4,170.638,-43.0879,AU,PA,:CTF
AU-PA,31,5,170.995,-42.9318,AU,PA,:CTF
AU-PA,31,6,171.277,-42.743,AU,PA,:CTF
AU-PA,31,7,171.473,-42.6755,AU,PA,:CTF
AU-PA,31,8,171.859,-42.6156,AU,PA,:CTF
AU-PA,31,9,172.593,-42.483,AU,PA,:CTF
AU-PA,31,10,173.126,-42.3917,AU,PA,:CTF
AU-PA,31,11,173.724,-42.2908,AU,PA,:CTF
AU-PA,31,12,174.304,-42.2013,AU,PA,:CTF
AU-PA,31,13,174.988,-42.1219,AU,PA,:CTF
AU-PA,31,14,175.503,-42.0593,AU,PA,:CTF
AU-PA,32,0,175.503,-42.0593,AU,PA,:CTF
AU-PA,32,1,176.081,-41.91,AU,PA,:CTF
AU-PA,32,2,176.673,-41.756,AU,PA,:CTF
AU-PA,32,3,177.123,-41.6566,AU,PA,:CTF
AU-PA,32,4,177.607,-41.4997,AU,PA,:CTF
AU-PA,32,5,178.015,-41.1879,AU,PA,:CTF
AU-PA,32,6,178.284,-40.8071,AU,PA,:CTF
AU-PA,32,7,178.566,-40.424,AU,PA,:CTF
AU-PA,32,8,178.792,-40.087,AU,PA,:CTF
AU-PA,32,9,178.95,-39.6848,AU,PA,:CTF
AU-PA,32,10,179.125,-39.2296,AU,PA,:CTF
AU-PA,32,11,179.215,-38.8885,AU,PA,:CTF
AU-PA,32,12,179.366,-38.538,AU,PA,:CTF
AU-PA,32,13,179.569,-38.2045,AU,PA,:CTF
AU-PA,32,14,179.838,-37.4758,AU,PA,:CTF
AU-PA,32,15,-179.811,-36.793,AU,PA,:CTF
AU-PA,32,16,-179.371,-36.179,AU,PA,:CTF
AU-PA,32,17,-179.044,-35.5423,AU,PA,:CTF
AU-PA,32,18,-178.641,-35.0218,AU,PA,:CTF
AU-PA,32,19,-178.539,-34.7058,AU,PA,:CTF
AU-PA,32,20,-178.413,-34.4854,AU,PA,:CTF
AU-PA,32,21,-178.294,-34.2413,AU,PA,:CTF
AU-PA,32,22,-178.208,-33.8459,AU,PA,:CTF
AU-PA,32,23,-177.981,-33.5795,AU,PA,:CTF
AU-PA,32,24,-177.81,-33.1908,AU,PA,:CTF
AU-PA,32,25,-177.666,-32.6959,AU,PA,:CTF
AU-PA,32,26,-177.649,-32.2028,AU,PA,:CTF
AU-PA,32,27,-177.538,-31.9574,AU,PA,:CTF
AU-PA,32,28,-177.301,-31.7932,AU,PA,:CTF
AU-PA,32,29,-177.108,-31.4517,AU,PA,:CTF
AU-PA,32,30,-176.919,-31.0374,AU,PA,:CTF
AU-PA,32,31,-176.69,-30.6779,AU,PA,:CTF
AU-PA,32,32,-176.547,-30.3215,AU,PA,:CTF
AU-PA,32,33,-176.339,-29.8808,AU,PA,:CTF
AU-PA,32,34,-176.153,-29.4691,AU,PA,:CTF
AU-PA,32,35,-176.078,-29.0653,AU,PA,:CTF
AU-PA,32,36,-175.995,-28.6971,AU,PA,:CTF
AU-PA,32,37,-175.885,-28.2638,AU,PA,:CTF
AU-PA,32,38,-175.785,-27.7843,AU,PA,:CTF
AU-PA,32,39,-175.545,-27.318,AU,PA,:CTF
AU-PA,32,40,-175.4,-26.8569,AU,PA,:CTF
AU-PA,32,41,-175.423,-26.4372,AU,PA,:CTF
AU-PA,32,42,-175.415,-26.0248,AU,PA,:CTF
AU-PA,32,43,-175.382,-25.7295,AU,PA,:CTF
AU-PA,32,44,-175.297,-25.4257,AU,PA,:CTF
AU-PA,32,45,-175.261,-25.1425,AU,PA,:CTF
AU-PA,32,46,-175.229,-24.8362,AU,PA,:CTF
AU-PA,32,47,-175.209,-24.4719,AU,PA,:CTF
AU-PA,32,48,-175.102,-24.0701,AU,PA,:CTF
AU-PA,32,49,-174.985,-23.7499,AU,PA,:CTF
AU-PA,33,0,-174.985,-23.7499,AU,PA,:CTF
AU-PA,33,1,-174.842,-23.5126,AU,PA,:CTF
AU-PA,33,2,-174.663,-23.2205,AU,PA,:CTF
AU-PA,33,3,-174.489,-22.9058,AU,PA,:CTF
AU-PA,33,4,-174.323,-22.6169,AU,PA,:CTF
AU-PA,33,5,-174.139,-22.2898,AU,PA,:CTF
AU-PA,33,6,-173.952,-21.9153,AU,PA,:CTF
AU-PA,33,7,-173.818,-21.5263,AU,PA,:CTF
AU-PA,33,8,-173.703,-21.2476,AU,PA,:CTF
AU-PA,33,9,-173.551,-20.8926,AU,PA,:CTF
AU-PA,33,10,-173.403,-20.5862,AU,PA,:CTF
AU-PA,33,11,-173.218,-20.204,AU,PA,:CTF
AU-PA,33,12,-173.053,-19.7788,AU,PA,:CTF
AU-PA,33,13,-172.97,-19.4608,AU,PA,:CTF
AU-PA,33,14,-172.874,-19.071,AU,PA,:CTF
AU-PA,33,15,-172.786,-18.7769,AU,PA,:CTF
AU-PA,33,16,-172.698,-18.4832,AU,PA,:CTF
AU-PA,33,17,-172.591,-18.1523,AU,PA,:CTF
AU-PA,33,18,-172.54,-17.9348,AU,PA,:CTF
AU-PA,33,19,-172.445,-17.6766,AU,PA,:CTF
AU-PA,33,20,-172.374,-17.2706,AU,PA,:CTF
AU-PA,33,21,-172.335,-16.9629,AU,PA,:CTF
AU-PA,33,22,-172.311,-16.7157,AU,PA,:CTF
AU-PA,33,23,-172.307,-16.3319,AU,PA,:CTF
AU-PA,33,24,-172.3,-16.041,AU,PA,:CTF
AU-PA,33,25,-172.331,-15.732,AU,PA,:CTF
AU-PA,33,26,-172.355,-15.5611,AU,PA,:CTF
AU-PA,33,27,-172.428,-15.3734,AU,PA,:CTF
AU-PA,33,28,-172.602,-15.1514,AU,PA,:CTF
AU-PA,33,29,-172.774,-15.033,AU,PA,:CTF
AU-PA,33,30,-172.939,-14.8669,AU,PA,:CTF
AU-PA,33,31,-173.13,-14.7848,AU,PA,:CTF
AU-PA,33,32,-173.273,-14.6967,AU,PA,:CTF
AU-PA,33,33,-173.407,-14.584,AU,PA,:CTF
KE-AU,34,0,-177.419,-24.1051,KE,AU,:CRB
KE-AU,34,1,-177.448,-24.242,KE,AU,:CRB
KE-AU,34,2,-177.552,-24.7196,KE,AU,:CRB
KE-AU,34,3,-177.657,-25.1971,KE,AU,:CRB
KE-AU,34,4,-177.793,-25.9755,KE,AU,:CRB
KE-AU,34,5,-178.017,-26.7672,KE,AU,:CRB
KE-AU,34,6,-178.248,-27.3765,KE,AU,:CRB
KE-AU,34,7,-178.482,-27.9855,KE,AU,:CRB
KE-AU,34,8,-178.713,-28.6927,KE,AU,:CRB
KE-AU,34,9,-178.966,-29.4983,KE,AU,:CRB
KE-AU,34,10,-179.074,-29.7924,KE,AU,:CRB
KE-AU,34,11,-179.226,-30.3553,KE,AU,:CRB
KE-AU,34,12,-179.393,-30.9968,KE,AU,:CRB
KE-AU,34,13,-179.515,-31.3328,KE,AU,:CRB
KE-AU,34,14,-179.74,-31.751,KE,AU,:CRB
KE-AU,34,15,179.98,-32.3467,KE,AU,:CRB
KE-AU,34,16,179.657,-33.0187,KE,AU,:CRB
KE-AU,34,17,179.345,-33.6016,KE,AU,:CRB
KE-AU,34,18,178.996,-34.246,KE,AU,:CRB
KE-AU,34,19,178.681,-34.7863,KE,AU,:CRB
KE-AU,34,20,178.403,-35.1612,KE,AU,:CRB
KE-AU,34,21,177.89,-35.9174,KE,AU,:CRB
KE-AU,34,22,177.507,-36.461,KE,AU,:CRB
KE-AU,34,23,177.049,-37.1022,KE,AU,:CRB
KE-AU,34,24,176.77,-37.485,KE,AU,:CRB
KE-AU,34,25,176.509,-37.8849,KE,AU,:CRB
KE-AU,34,26,176.241,-38.2869,KE,AU,:CRB
KE-AU,34,27,175.995,-38.6742,KE,AU,:CRB
KE-AU,34,28,175.932,-38.7623,KE,AU,:CRB
KE-AU,34,29,175.609,-39.2297,KE,AU,:CRB
KE-AU,34,30,176.074,-40.0461,KE,AU,:CRB
KE-AU,34,31,175.868,-40.3108,KE,AU,:CRB
KE-AU,34,32,175.537,-40.5983,KE,AU,:CRB
KE-AU,34,33,175.324,-40.7906,KE,AU,:CRB
KE-AU,34,34,175.012,-40.9786,KE,AU,:CRB
KE-AU,34,35,174.632,-41.1571,KE,AU,:CRB
KE-AU,34,36,174.763,-41.5656,KE,AU,:CRB
KE-AU,34,37,174.945,-41.7569,KE,AU,:CRB
KE-AU,34,38,175.503,-42.0593,KE,AU,:CRB
PA-NI,35,0,-176.346,-14.634,PA,NI,:OSR
PA-NI,35,1,-175.865,-14.4781,PA,NI,:OSR
PA-NI,35,2,-175.309,-14.4066,PA,NI,:OSR
PA-NI,35,3,-174.754,-14.3339,PA,NI,:OSR
PA-NI,35,4,-174.083,-14.3791,PA,NI,:OSR
PA-NI,35,5,-173.836,-14.5338,PA,NI,:OSR
PA-TO,36,0,-173.836,-14.5338,PA,TO,OTF
PA-TO,36,1,-173.407,-14.584,PA,TO,OTF
WL-MO,37,0,138.972,-1.6075,WL,MO,:CCB
WL-MO,37,1,139.205,-2.09261,WL,MO,:CCB
WL-MO,37,2,139.439,-2.57768,WL,MO,:CCB
WL-MO,37,3,139.809,-3.17775,WL,MO,:CCB
WL-MO,37,4,140.07,-3.64451,WL,MO,:CCB
WL-MO,37,5,140.328,-4.04505,WL,MO,:CCB
WL-MO,37,6,140.566,-4.5857,WL,MO,:CCB
WL-MO,37,7,140.798,-5.10959,WL,MO,:CCB
WL-AU,38,0,140.798,-5.10959,WL,AU,:OSR
WL-AU,38,1,140.847,-5.14497,WL,AU,:OSR
