accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.9847862720489502,0.996147096157074,0.09817516803741455,0.9381321668624878,0.9389127492904663,0.9498001933097839,0.9314811825752258,0.2770020663738251,0.8062825202941895,0.7195557951927185,0.0010000000474974513
0.9958693981170654,0.9991849660873413,0.036722198128700256,0.9873973727226257,0.9791014194488525,0.908219039440155,0.7986764907836914,1.6383482217788696,0.6067554950714111,0.48647791147232056,0.0010000000474974513
0.9971299767494202,0.9994611144065857,0.02858891151845455,0.991086483001709,0.9856594800949097,0.9467529654502869,0.879516065120697,0.41072627902030945,0.8372011184692383,0.6444811820983887,0.0010000000474974513
0.9972228407859802,0.9994584321975708,0.02612742781639099,0.991261899471283,0.9862433671951294,0.95039963722229,0.9085764288902283,0.3424670994281769,0.8236657381057739,0.7024844884872437,0.0010000000474974513
0.9974740147590637,0.999529242515564,0.023750245571136475,0.9919186234474182,0.9876229166984558,0.9481452703475952,0.8860923051834106,0.43886494636535645,0.8192755579948425,0.6822295784950256,0.0010000000474974513
0.9976016879081726,0.9995251893997192,0.022279635071754456,0.9921977519989014,0.9883727431297302,0.9466540813446045,0.8986784219741821,0.41145020723342896,0.795124888420105,0.6981581449508667,0.0010000000474974513
0.9977977871894836,0.9995588064193726,0.020913414657115936,0.9927898645401001,0.9893722534179688,0.9518929123878479,0.9005843997001648,0.3877638578414917,0.8464163541793823,0.6909521222114563,0.0010000000474974513
0.9978985786437988,0.9995977282524109,0.019511079415678978,0.9930669665336609,0.9899162650108337,0.9495009779930115,0.901683509349823,0.4052334725856781,0.7998393177986145,0.7255437970161438,0.0010000000474974513
0.9989275932312012,0.9997851252555847,0.012757312506437302,0.9965347647666931,0.994803786277771,0.9519839882850647,0.9020898938179016,0.4053928852081299,0.8380753397941589,0.7020354270935059,0.0005000000237487257
0.9988480806350708,0.9997760653495789,0.011301259510219097,0.9961490631103516,0.9945452809333801,0.9514368176460266,0.9044563174247742,0.40857359766960144,0.8138570785522461,0.7279503345489502,0.0005000000237487257
0.9988471269607544,0.9997703433036804,0.010845573619008064,0.9961294531822205,0.994555652141571,0.9485272765159607,0.896080732345581,0.4283498227596283,0.8050010204315186,0.7062649726867676,0.0005000000237487257
0.9988881945610046,0.9997767210006714,0.010606453754007816,0.9962236881256104,0.9947919845581055,0.9500049948692322,0.9122413992881775,0.4270114600658417,0.780360221862793,0.7633916735649109,0.0005000000237487257
0.9989431500434875,0.9997957944869995,0.010145523585379124,0.9963957071304321,0.9950770139694214,0.9510430097579956,0.9115105867385864,0.38178837299346924,0.8006955981254578,0.7427926063537598,0.0005000000237487257
0.9989175200462341,0.9997978806495667,0.010149231180548668,0.9963392019271851,0.9949357509613037,0.9512678980827332,0.8761028051376343,0.5127425789833069,0.8546515107154846,0.6746739745140076,0.0005000000237487257
0.9989304542541504,0.9997926354408264,0.010147088207304478,0.9963483810424805,0.9950283169746399,0.9490469694137573,0.9034399390220642,0.4130076467990875,0.7888342142105103,0.7372294664382935,0.0005000000237487257
0.9994998574256897,0.9998992085456848,0.007123149931430817,0.9984070062637329,0.9976460933685303,0.9508562684059143,0.9022455811500549,0.44203421473503113,0.8024935126304626,0.7377994656562805,0.0002500000118743628
