region_id,accuracy,precision,recall,f1,boundary_percentage
11,0.8845161290322581,0.6911487758945386,0.9607329842931938,0.8039430449069004,24.64516129032258
10,0.8420338983050848,0.643298969072165,0.8387096774193549,0.7281213535589265,25.22033898305085
6,0.9016949152542373,0.6626506024096386,0.5527638190954773,0.6027397260273972,13.491525423728815
14,0.9589308996088657,0.5208333333333334,0.38461538461538464,0.4424778761061947,4.23728813559322
