accuracy,auc_1,loss,precision_1,recall_1,val_accuracy,val_auc_1,val_loss,val_precision_1,val_recall_1,learning_rate
0.594329833984375,0.7132226824760437,1.6855690479278564,0.20531177520751953,0.7134831547737122,0.173095703125,0.7874563932418823,3.5126407146453857,0.15006273984909058,1.0,0.0010000000474974513
0.7637176513671875,0.8725364804267883,1.31465482711792,0.3459663689136505,0.8707864880561829,0.2578125,0.7906297445297241,3.589150905609131,0.16437603533267975,1.0,0.0010000000474974513
0.776123046875,0.8837426900863647,1.1931545734405518,0.35929813981056213,0.8710158467292786,0.487548828125,0.8230934143066406,2.4222934246063232,0.21474725008010864,0.9448160529136658,0.0010000000474974513
0.734771728515625,0.9046862125396729,1.1136486530303955,0.32602056860923767,0.9302912354469299,0.653564453125,0.8246420621871948,1.6253198385238647,0.2791823446750641,0.8678929805755615,0.0010000000474974513
0.7456512451171875,0.9144859313964844,1.0612324476242065,0.33689093589782715,0.9409539103507996,0.608642578125,0.7949233651161194,1.6483131647109985,0.24887555837631226,0.832775890827179,0.0010000000474974513
0.7676239013671875,0.9214200973510742,1.031548023223877,0.3585004210472107,0.9450814127922058,0.55810546875,0.7475165128707886,1.8750121593475342,0.2209944725036621,0.8026756048202515,0.0010000000474974513
0.771240234375,0.9279600977897644,1.0083088874816895,0.3631840944290161,0.9541389346122742,0.61474609375,0.6800264716148376,2.1840131282806396,0.22777777910232544,0.6856187582015991,0.0010000000474974513
0.775482177734375,0.9343920946121216,0.9850487112998962,0.368249773979187,0.9601008892059326,0.69140625,0.600500762462616,2.9221725463867188,0.22433774173259735,0.45317724347114563,0.0010000000474974513
0.785369873046875,0.9386427402496338,0.966370165348053,0.3792807459831238,0.9625086188316345,0.708251953125,0.5792320370674133,3.3172967433929443,0.2202436774969101,0.3929765820503235,0.0010000000474974513
0.803985595703125,0.9425157308578491,0.9483712911605835,0.40126413106918335,0.9607887864112854,0.6982421875,0.5922815203666687,3.0902419090270996,0.22688356041908264,0.4431438148021698,0.0010000000474974513
0.81793212890625,0.9462987184524536,0.9284443855285645,0.419790118932724,0.9630818367004395,0.703125,0.6081783771514893,2.7734901905059814,0.23989899456501007,0.476588636636734,0.0010000000474974513
0.822662353515625,0.9496586322784424,0.910348653793335,0.4264705777168274,0.9642283916473389,0.736083984375,0.6107532382011414,2.614219903945923,0.26484906673431396,0.454849511384964,0.0005000000237487257
0.8228912353515625,0.9520779252052307,0.8989912271499634,0.42737022042274475,0.9731712937355042,0.777587890625,0.6056336760520935,2.5866222381591797,0.3070283532142639,0.4163879454135895,0.0005000000237487257
0.824615478515625,0.9541334509849548,0.8885501623153687,0.4300917983055115,0.9776427149772644,0.805908203125,0.6074835658073425,2.5307095050811768,0.35407406091690063,0.39966556429862976,0.0005000000237487257
0.830047607421875,0.9563612937927246,0.8763072490692139,0.4380258619785309,0.9789039492607117,0.8193359375,0.6240763068199158,2.3400533199310303,0.3858520984649658,0.40133780241012573,0.0005000000237487257
0.8372039794921875,0.9585918188095093,0.8635056018829346,0.44887349009513855,0.9799357652664185,0.82568359375,0.6614099740982056,2.04545259475708,0.4104938209056854,0.44481605291366577,0.0005000000237487257
0.842529296875,0.960362434387207,0.8516184091567993,0.45740029215812683,0.9836046695709229,0.831298828125,0.698996901512146,1.82710599899292,0.4325108826160431,0.49832776188850403,0.0005000000237487257
0.845184326171875,0.9622519016265869,0.8392554521560669,0.46172043681144714,0.9846365451812744,0.837158203125,0.737199604511261,1.6241308450698853,0.45318859815597534,0.5585284233093262,0.0005000000237487257
0.8507843017578125,0.9637632966041565,0.8298439383506775,0.4710109233856201,0.9845219254493713,0.840576171875,0.7672908306121826,1.4849696159362793,0.4654088020324707,0.6187291145324707,0.0005000000237487257
0.8554534912109375,0.965412974357605,0.8153650164604187,0.4791446924209595,0.9891080260276794,0.8447265625,0.7800436615943909,1.4363155364990234,0.47594937682151794,0.6287625432014465,0.0005000000237487257
0.857269287109375,0.9668107628822327,0.8065474629402161,0.48230087757110596,0.9872735738754272,0.837890625,0.8029507994651794,1.352787733078003,0.4609929025173187,0.6521739363670349,0.0005000000237487257
0.8604278564453125,0.9683735966682434,0.7941444516181946,0.4880058765411377,0.9912863969802856,0.8388671875,0.8190972805023193,1.289713740348816,0.46469247341156006,0.6822742223739624,0.0005000000237487257
0.8651885986328125,0.9702033400535583,0.7813030481338501,0.4967556595802307,0.9918596744537354,0.8408203125,0.8302758932113647,1.2411881685256958,0.47006651759147644,0.7090300917625427,0.0005000000237487257
