region_id,accuracy,precision,recall,f1,boundary_percentage
10,0.6915254237288135,0.43923865300146414,0.8064516129032258,0.5687203791469194,25.22033898305085
11,0.7006451612903226,0.43970588235294117,0.7827225130890052,0.5630885122410546,24.64516129032258
6,0.7301694915254238,0.28322440087145967,0.6532663316582915,0.3951367781155016,13.491525423728815
14,0.7164276401564538,0.07373271889400922,0.49230769230769234,0.1282565130260521,4.23728813559322
