longitude latitude
126.560000 8.200000
126.030000 1.000000
125.820000 3.410000
126.630000 8.570000
123.670000 0.020000
126.730000 2.530000
128.080000 3.300000
126.080000 1.180000
125.920000 6.070000
123.070000 13.610000
126.870000 6.670000
123.710000 6.710000
129.390000 1.290000
121.710000 8.240000
126.890000 8.760000
126.160000 0.480000
129.090000 1.090000
129.070000 1.080000
120.470000 13.370000
123.620000 23.450000
120.510000 13.350000
120.220000 6.240000
120.630000 14.930000
126.190000 1.350000
123.790000 0.870000
126.470000 1.210000
125.890000 10.230000
128.190000 4.010000
123.610000 0.000000
127.280000 26.360000
125.290000 9.660000
123.080000 0.920000
125.950000 7.890000
126.620000 7.230000
126.750000 2.380000
126.670000 7.210000
126.580000 2.110000
124.840000 11.050000
122.480000 19.820000
127.220000 1.550000
126.570000 9.580000
128.460000 3.740000
123.340000 1.210000
126.520000 2.040000
126.690000 2.040000
127.670000 5.070000
131.480000 30.810000
120.360000 0.850000
124.090000 13.280000
126.830000 7.190000
126.770000 7.160000
121.450000 20.060000
126.760000 1.620000
125.370000 6.110000
138.150000 9.990000
132.190000 30.700000
121.250000 19.090000
126.450000 5.550000
121.480000 7.550000
123.350000 7.430000
125.340000 11.330000
125.610000 6.900000
121.750000 15.360000
124.020000 1.570000
126.320000 5.870000
125.830000 6.410000
126.510000 10.250000
121.010000 21.770000
122.680000 0.750000
125.980000 0.480000
125.890000 0.430000
121.280000 20.850000
125.960000 0.310000
125.960000 0.330000
126.080000 0.520000
126.980000 5.770000
125.310000 12.430000
125.060000 12.320000
127.590000 4.640000
126.850000 1.980000
123.660000 0.070000
127.730000 1.010000
127.770000 0.960000
125.840000 9.890000
126.510000 2.050000
120.820000 13.700000
131.470000 30.820000
125.930000 0.430000
126.610000 8.120000
126.250000 9.020000
123.620000 22.730000
127.360000 1.900000
123.370000 1.200000
119.560000 13.070000
131.230000 31.330000
123.170000 7.950000
122.520000 24.020000
124.240000 13.270000
126.970000 7.290000
128.120000 3.910000
126.310000 1.520000
129.560000 28.340000
125.280000 10.400000
125.930000 5.970000
130.210000 29.310000
127.420000 3.090000
126.740000 6.790000
126.340000 5.630000
127.360000 4.910000
126.110000 0.550000
126.520000 7.540000
129.860000 29.260000
126.710000 7.430000
127.050000 1.030000
124.540000 13.740000
124.520000 13.740000
121.610000 22.380000
127.290000 7.750000
127.970000 4.640000
126.000000 1.800000
118.620000 5.150000
127.040000 7.220000
121.090000 13.530000
121.260000 13.150000
127.890000 3.170000
122.390000 10.220000
121.340000 12.910000
123.650000 0.100000
119.340000 5.780000
126.760000 2.710000
120.850000 1.970000
122.610000 24.050000
128.270000 2.780000
121.470000 12.890000
126.280000 0.790000
126.190000 9.170000
121.760000 23.660000
126.450000 1.710000
128.440000 27.520000
125.820000 5.960000
126.110000 1.140000
126.900000 2.530000
119.630000 15.600000
126.220000 5.210000
121.330000 19.070000
121.870000 24.570000
122.250000 24.080000
126.960000 6.150000
125.960000 10.940000
127.970000 3.240000
127.120000 3.120000
121.180000 21.790000
134.600000 7.250000
126.450000 4.440000
126.830000 6.290000
125.700000 11.950000
125.700000 12.000000
125.570000 11.900000
125.930000 12.060000
125.950000 12.140000
125.950000 11.760000
125.930000 11.810000
125.360000 12.380000
123.840000 6.010000
125.590000 12.300000
125.450000 12.400000
125.830000 12.190000
125.400000 12.470000
125.340000 12.390000
126.040000 11.770000
125.890000 11.790000
130.980000 30.170000
128.490000 1.860000
125.310000 12.620000
125.900000 11.570000
123.710000 7.350000
126.050000 11.540000
125.560000 12.810000
126.310000 11.120000
123.350000 23.920000
125.380000 12.700000
125.740000 12.400000
125.320000 4.590000
125.570000 11.570000
125.530000 11.600000
125.710000 12.200000
121.440000 23.000000
126.310000 9.040000
126.480000 1.650000
123.690000 7.190000
125.600000 11.700000
125.870000 11.710000
126.980000 3.170000
124.120000 0.810000
121.710000 24.600000
121.410000 22.070000
125.040000 12.320000
130.510000 29.780000
127.690000 2.560000
126.700000 4.210000
125.790000 11.780000
125.770000 11.840000
126.980000 8.410000
127.310000 2.450000
123.250000 0.000000
123.610000 0.460000
127.390000 1.900000
139.120000 34.040000
129.990000 27.800000
130.280000 28.180000
130.210000 28.150000
130.310000 28.080000
130.040000 27.680000
128.030000 2.580000
126.110000 0.870000
126.080000 0.840000
125.990000 0.830000
125.980000 0.850000
126.070000 0.830000
126.010000 0.780000
130.140000 28.170000
126.460000 6.370000
127.040000 0.770000
126.380000 4.550000
121.720000 1.310000
126.670000 3.560000
126.840000 3.490000
126.910000 3.490000
125.590000 12.060000
126.170000 9.620000
128.230000 27.380000
121.170000 18.580000
119.980000 0.720000
119.810000 0.680000
126.280000 9.270000
120.140000 0.640000
120.200000 0.990000
128.660000 2.270000
119.570000 0.470000
126.480000 9.140000
125.350000 11.230000
120.090000 0.970000
120.230000 0.970000
126.100000 1.730000
125.170000 2.800000
122.210000 24.090000
122.240000 24.030000
138.990000 35.430000
126.350000 9.020000
126.540000 2.900000
122.190000 24.140000
126.190000 10.430000
126.290000 3.070000
120.410000 1.110000
126.220000 3.100000
126.220000 3.020000
125.980000 10.270000
124.980000 12.820000
131.630000 31.790000
126.560000 1.620000
121.740000 20.440000
122.560000 1.370000
124.090000 9.950000
125.260000 10.820000
128.480000 27.420000
125.150000 12.610000
125.200000 12.680000
125.060000 12.810000
124.750000 12.880000
125.930000 5.950000
125.540000 12.480000
128.350000 2.970000
120.250000 1.020000
120.450000 1.000000
120.560000 1.170000
120.200000 1.010000
119.950000 14.510000
125.730000 12.010000
125.680000 11.980000
127.400000 4.970000
120.060000 1.000000
130.260000 29.970000
120.450000 0.360000
121.500000 21.900000
121.440000 21.590000
127.250000 2.860000
120.100000 1.030000
120.210000 1.120000
125.640000 13.370000
126.260000 9.550000
126.290000 9.600000
126.280000 9.460000
126.330000 9.450000
126.540000 9.450000
126.460000 9.440000
126.640000 9.570000
126.670000 9.520000
126.590000 9.360000
126.830000 9.480000
123.480000 24.940000
126.410000 9.690000
126.570000 9.580000
125.370000 10.040000
126.480000 0.870000
125.480000 11.760000
120.410000 1.020000
126.740000 9.280000
126.550000 5.560000
126.580000 1.600000
131.180000 30.560000
125.940000 5.700000
131.090000 30.570000
126.220000 0.390000
131.800000 31.840000
131.620000 31.960000
131.470000 31.890000
131.590000 31.730000
126.190000 9.950000
126.400000 9.850000
126.320000 9.860000
126.400000 9.820000
126.330000 9.760000
126.410000 9.730000
126.250000 9.820000
126.360000 9.760000
126.620000 9.860000
126.480000 9.760000
126.340000 9.780000
126.470000 9.860000
126.310000 9.930000
121.710000 10.250000
126.180000 9.940000
126.250000 10.010000
126.320000 9.960000
131.070000 30.590000
127.430000 10.340000
127.430000 10.300000
126.460000 6.660000
125.750000 3.250000
121.790000 24.120000
131.310000 31.790000
125.670000 9.750000
120.510000 16.250000
126.610000 9.960000
120.160000 1.490000
131.810000 31.690000
126.160000 10.120000
126.460000 4.030000
126.440000 0.450000
131.540000 31.630000
129.950000 28.810000
126.380000 4.050000
121.420000 19.980000
126.150000 10.060000
121.560000 10.260000
120.240000 19.500000
127.710000 1.880000
127.650000 7.740000
120.990000 13.440000
126.990000 7.430000
137.450000 34.850000
120.210000 17.820000
125.880000 0.820000
128.240000 2.800000
132.220000 33.360000
125.300000 0.340000
128.520000 26.090000
128.590000 26.120000
128.500000 26.120000
124.890000 12.810000
121.470000 22.390000
119.890000 14.910000
121.660000 10.180000
121.340000 18.920000
137.480000 34.370000
125.290000 24.850000
127.280000 1.790000
121.500000 21.940000
121.200000 19.080000
139.990000 35.430000
126.590000 7.990000
126.110000 0.840000
126.200000 10.200000
126.370000 6.230000
125.770000 25.030000
126.120000 2.380000
126.430000 6.710000
126.860000 7.130000
127.960000 3.380000
126.320000 5.370000
120.400000 21.590000
126.320000 5.730000
126.430000 5.440000
126.640000 8.100000
126.600000 2.110000
121.220000 19.270000
126.010000 10.060000
125.450000 5.680000
126.100000 10.160000
125.780000 9.790000
127.240000 2.550000
138.150000 34.380000
126.380000 1.750000
127.440000 7.140000
125.820000 4.430000
122.540000 1.240000
128.430000 26.020000
126.650000 2.210000
126.430000 1.670000
123.560000 6.760000
127.060000 2.290000
126.030000 10.140000
119.920000 14.900000
125.160000 13.140000
125.240000 13.130000
128.270000 2.690000
128.800000 2.240000
124.990000 10.330000
126.880000 3.630000
126.330000 6.290000
125.980000 9.860000
124.650000 4.260000
126.230000 4.560000
138.980000 34.870000
125.310000 22.310000
120.940000 18.720000
125.390000 22.430000
121.030000 19.200000
125.440000 22.360000
121.000000 20.090000
124.580000 0.070000
119.580000 0.210000
131.510000 33.620000
123.730000 8.140000
125.600000 22.030000
121.230000 19.040000
126.360000 1.090000
126.750000 7.160000
121.360000 19.890000
123.050000 23.510000
125.910000 6.170000
123.360000 0.060000
120.410000 1.390000
122.020000 21.250000
123.830000 12.400000
126.160000 1.470000
125.990000 6.490000
119.400000 15.580000
124.650000 4.690000
126.760000 5.410000
121.930000 2.700000
125.910000 8.190000
125.120000 10.310000
117.390000 14.190000
126.640000 5.470000
130.640000 29.480000
126.310000 3.740000
126.690000 5.370000
126.410000 3.840000
126.790000 7.380000
121.410000 19.840000
126.470000 1.650000
128.620000 2.920000
126.790000 0.890000
125.970000 0.840000
125.880000 0.710000
125.940000 0.700000
126.070000 0.770000
125.040000 12.870000
124.810000 12.820000
127.000000 6.500000
120.960000 22.670000
126.140000 5.170000
125.780000 22.600000
126.540000 1.680000
120.250000 12.970000
120.900000 20.090000
126.200000 1.250000
130.330000 29.290000
123.570000 0.060000
131.290000 31.290000
126.680000 1.260000
126.260000 1.230000
126.260000 1.180000
126.180000 1.120000
126.140000 1.190000
125.990000 0.800000
125.850000 5.620000
126.590000 4.630000
126.680000 1.580000
131.090000 30.620000
126.370000 0.540000
126.400000 4.230000
126.820000 2.380000
126.700000 2.360000
126.630000 7.690000
126.410000 1.530000
139.020000 11.390000
121.260000 19.200000
123.760000 0.430000
127.730000 3.160000
131.690000 30.610000
119.540000 0.200000
119.480000 0.230000
121.940000 5.400000
122.170000 5.260000
121.910000 5.370000
127.090000 2.200000
122.070000 5.520000
125.670000 2.680000
126.420000 2.980000
126.640000 5.650000
120.140000 1.010000
126.780000 0.690000
139.720000 11.720000
127.260000 1.910000
131.150000 28.870000
131.180000 28.850000
131.210000 29.080000
123.860000 5.620000
126.460000 3.840000
126.270000 8.700000
124.870000 12.780000
119.960000 15.290000
126.530000 1.580000
123.480000 0.050000
125.850000 8.590000
125.870000 8.590000
126.640000 5.510000
126.770000 5.490000
126.350000 3.800000
128.570000 2.570000
127.480000 4.850000
126.710000 5.510000
126.840000 2.120000
126.380000 8.520000
126.750000 6.530000
125.310000 12.410000
126.870000 6.480000
127.050000 5.890000
126.490000 7.250000
126.760000 2.180000
126.460000 5.380000
126.010000 10.380000
121.150000 19.120000
126.220000 5.930000
123.680000 7.140000
121.800000 22.250000
128.020000 2.250000
126.960000 2.970000
139.970000 35.490000
127.930000 2.660000
120.980000 23.770000
121.170000 23.730000
121.140000 23.640000
121.110000 23.600000
121.210000 23.560000
121.160000 23.740000
130.300000 27.070000
127.910000 2.670000
125.050000 1.960000
122.430000 24.070000
127.360000 2.630000
125.170000 13.690000
126.030000 0.460000
130.310000 29.280000
126.080000 0.410000
123.710000 5.510000
125.200000 13.730000
120.510000 23.440000
121.520000 23.380000
122.070000 19.450000
126.360000 5.660000
126.070000 0.520000
128.290000 1.590000
126.210000 0.580000
126.110000 0.560000
128.090000 3.280000
126.300000 5.360000
126.460000 6.070000
